player.name,player.slug,player.shortName,player.position,player.id,playerCoordinates.x,playerCoordinates.y,isHome,shotType,situation,bodyPart,goalMouthLocation,xg,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,goalMouthCoordinates.y,goalMouthCoordinates.z,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.start.x,draw.start.y,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,xgot,goalType,total_time,time_interval,is_goal,mean_xG_xGOT,diff_xG_xGOT
Adam Hložek,adam-hlozek,A. Hložek,F,963801,17.6,69.7,False,save,regular,right-foot,low-centre,0.030114211142063,29,0.0,1688,17,1012,50.6,16.5,1.6,47.3,0.0,30.3,17.6,47.3,1.6,49.4,0,49.4,83.5,0.0229,,29.0,15-29 mins,0,0.0265071055710315,0.007214211142062998
Václav Černý,vaclav-cerny,V. Černý,F,280631,6.3,48.1,False,save,assisted,left-foot,low-centre,0.44683706760406,27,0.0,1601,19,1099,51.0,3.2,3.3,50.9,0.0,51.9,6.3,50.9,3.3,49.0,0,49.0,96.8,0.6817,,27.0,15-29 mins,0,0.56426853380203,-0.23486293239593997
Adam Hložek,adam-hlozek,A. Hložek,F,963801,6.6,53.2,False,save,throw-in-set-piece,right-foot,low-centre,0.31652280688286,23,0.0,1322,23,1378,50.4,17.7,2.0,48.7,0.0,46.8,6.6,48.7,2.0,49.6,0,49.6,82.3,0.3623,,23.0,15-29 mins,0,0.33941140344143,-0.045777193117140014
Lukáš Provod,lukas-provod,L. Provod,M,846122,25.4,43.4,False,save,assisted,right-foot,high-centre,0.026233620941639,13,0.0,752,33,1948,48.8,31.6,1.5,51.3,0.0,56.6,25.4,51.3,1.5,51.2,0,51.2,68.4,0.0943,,13.0,0-14 mins,0,0.0602668104708195,-0.06806637905836099
Patrik Schick,patrik-schick,P. Schick,F,280609,12.5,44.4,False,save,corner,head,low-left,0.014854080043733,4,0.0,183,42,2517,53.6,3.8,1.5,50.7,0.0,55.6,12.5,50.7,1.5,46.4,0,46.4,96.2,0.3202,,4.0,0-14 mins,0,0.1675270400218665,-0.305345919956267
Patrik Schick,patrik-schick,P. Schick,F,280609,7.7,42.4,False,save,throw-in-set-piece,left-foot,high-centre,0.1339904665947,3,0.0,136,43,2564,48.6,30.4,1.0,51.4,0.0,57.6,7.7,51.4,1.0,51.4,0,51.4,69.6,0.1505,,3.0,0-14 mins,0,0.14224523329735,-0.01650953340530001
Adam Hložek,adam-hlozek,A. Hložek,F,963801,9.7,60.3,False,save,throw-in-set-piece,left-foot,low-centre,0.15701545774937,3,0.0,133,43,2567,51.3,0.6,1.0,47.3,0.0,39.7,9.7,47.3,1.0,48.7,0,48.7,99.4,0.0708,,3.0,0-14 mins,0,0.113907728874685,0.08621545774937
Stefan Posch,stefan-posch,S. Posch,D,355486,22.2,35.599999999999994,False,save,regular,left-foot,high-left,0.038645807653666,83,0.0,4978,8,422,54.2,24.7,2.2,50.9,0.0,64.4,22.2,50.9,2.2,45.8,0,45.8,75.3,0.5629,,83.0,75-89 mins,0,0.30077290382683297,-0.524254192346334
Marko Arnautović,marko-arnautovic,M. Arnautović,F,21927,11.5,50.0,False,goal,penalty,right-foot,low-right,0.7884,78,0.0,4669,13,731,46.9,1.9,,,,50.0,11.5,,,53.1,0,53.1,98.1,0.9892,penalty,78.0,75-89 mins,1,0.8888,-0.20079999999999998
Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,976575,24.4,53.2,False,save,regular,right-foot,low-centre,0.03585385158658,76,0.0,4534,15,866,50.6,16.5,1.6,50.5,0.0,46.8,24.4,50.5,1.6,49.4,0,49.4,83.5,0.0242,,76.0,75-89 mins,0,0.03002692579329,0.01165385158658
Patrick Wimmer,patrick-wimmer,P. Wimmer,M,987504,15.8,47.7,False,save,assisted,right-foot,low-left,0.10687943547964,75,0.0,4454,16,946,52.3,1.3,4.1,52.2,0.0,52.3,15.8,52.2,4.1,47.7,0,47.7,98.7,0.1627,,75.0,75-89 mins,0,0.13478971773982001,-0.05582056452036001
Karol Świderski,karol-swiderski,K. Świderski,F,576438,19.3,60.3,True,save,assisted,left-foot,low-left,0.06668022274971,69,0.0,4114,22,1286,51.9,15.2,2.8,48.4,0.0,39.7,19.3,48.4,2.8,48.1,0,48.1,84.8,0.055,,69.0,60-74 mins,0,0.060840111374855,0.01168022274971
Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,825956,15.9,54.0,False,goal,assisted,right-foot,low-centre,0.11560513079166,66,0.0,3959,25,1441,48.4,3.2,,,,46.0,15.9,,,51.6,0,51.6,96.8,0.0879,regular,66.0,60-74 mins,1,0.10175256539583,0.027705130791659996
Stefan Posch,stefan-posch,S. Posch,D,355486,8.5,53.6,False,save,corner,head,high-left,0.063217885792255,51,0.0,3047,40,2353,52.1,27.2,1.8,49.6,0.0,46.4,8.5,49.6,1.8,47.9,0,47.9,72.8,0.1617,,51.0,45-59 mins,0,0.11245894289612751,-0.09848211420774501
Piotr Zieliński,piotr-zielinski,P. Zieliński,M,138605,26.9,39.9,True,save,free-kick,right-foot,low-right,0.037760607898235,45,1.0,2739,1,2661,46.0,15.8,1.2,49.8,0.0,60.1,26.9,49.8,1.2,54.0,0,54.0,84.2,0.2738,,46.0,45-59 mins,0,0.1557803039491175,-0.236039392101765
Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,558738,5.1,47.0,True,goal,corner,right-foot,low-right,0.51221311092377,30,0.0,1775,16,925,46.3,0.6,,,,53.0,5.1,,,53.7,0,53.7,99.4,0.9363,regular,30.0,30-44 mins,1,0.7242565554618849,-0.42408688907623004
Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,133908,14.1,54.3,False,save,regular,right-foot,low-left,0.068674802780151,17,0.0,960,29,1740,52.5,4.4,1.2,50.4,0.0,45.7,14.1,50.4,1.2,47.5,0,47.5,95.6,0.1373,,17.0,15-29 mins,0,0.1029874013900755,-0.068625197219849
Gernot Trauner,gernot-trauner,G. Trauner,D,121588,4.5,59.7,False,goal,throw-in-set-piece,head,high-left,0.07969581335783,9,0.0,524,37,2176,53.5,27.2,,,,40.3,4.5,,,46.5,0,46.5,72.8,0.6533,regular,9.0,0-14 mins,1,0.366497906678915,-0.5736041866421699
Stefan Posch,stefan-posch,S. Posch,D,355486,30.7,46.4,False,save,assisted,right-foot,high-centre,0.011548293754458,1,0.0,58,45,2642,48.5,29.1,1.6,50.9,0.0,53.6,30.7,50.9,1.6,51.5,0,51.5,70.9,0.0994,,1.0,0-14 mins,0,0.055474146877229,-0.087851706245542
Patrick Wimmer,patrick-wimmer,P. Wimmer,M,987504,5.8,33.5,True,save,throw-in-set-piece,head,high-right,0.017870929092169,90,2.0,5470,1,830,45.6,20.3,1.4,54.9,0.0,66.5,5.8,54.9,1.4,54.4,0,54.4,79.7,0.2061,,92.0,90+ mins,0,0.1119854645460845,-0.188229070907831
Marcus Thuram,marcus-thuram,M. Thuram,F,791702,10.4,60.3,False,save,assisted,left-foot,low-left,0.064904049038887,83,0.0,4928,8,472,52.2,3.2,1.5,48.4,0.0,39.7,10.4,48.4,1.5,47.8,0,47.8,96.8,0.1169,,83.0,75-89 mins,0,0.0909020245194435,-0.05199595096111301
Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,825956,5.4,34.7,True,save,regular,right-foot,low-right,0.14099189639091,78,0.0,4671,13,729,47.9,5.1,5.1,64.1,0.0,65.3,5.4,64.1,5.1,52.1,0,52.1,94.9,0.3759,,78.0,75-89 mins,0,0.258445948195455,-0.23490810360909
Marcus Thuram,marcus-thuram,M. Thuram,F,791702,7.1,31.5,False,save,assisted,right-foot,low-centre,0.091543473303318,67,0.0,4013,24,1387,51.3,5.7,2.2,55.4,0.0,68.5,7.1,55.4,2.2,48.7,0,48.7,94.3,0.0752,,67.0,60-74 mins,0,0.083371736651659,0.016343473303317993
Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,825956,8.0,52.8,True,save,assisted,right-foot,low-left,0.49298760294914,36,0.0,2107,10,593,53.2,5.1,6.2,47.5,0.0,47.2,8.0,47.5,6.2,46.8,0,46.8,94.9,0.9161,,36.0,30-44 mins,0,0.70454380147457,-0.42311239705086
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,10.2,68.5,False,save,assisted,right-foot,low-left,0.095230169594288,8,0.0,478,38,2222,53.9,4.4,1.6,46.4,0.0,31.5,10.2,46.4,1.6,46.1,0,46.1,95.6,0.1991,,8.0,0-14 mins,0,0.147165084797144,-0.103869830405712
Theo Hernández,theo-hernandez,T. Hernández,D,788027,11.5,50.0,False,goal,shootout,left-foot,low-left,0.7884,128,0.0,7637,8,463,54.3,17.1,,,,50.0,11.5,,,45.7,0,45.7,82.9,0.9944,penalty,128.0,90+ mins,1,0.8914,-0.20599999999999996
Nuno Mendes,nuno-mendes,N. Mendes,D,989768,11.5,50.0,True,goal,shootout,left-foot,high-right,0.7884,127,0.0,7583,9,517,46.8,34.8,,,,50.0,11.5,,,53.2,0,53.2,65.2,0.996,penalty,127.0,90+ mins,1,0.8922,-0.2076
Bradley Barcola,barcola-bradley,B. Barcola,F,996952,11.5,50.0,False,goal,shootout,right-foot,low-left,0.7884,126,0.0,7523,10,577,52.4,13.3,,,,50.0,11.5,,,47.6,0,47.6,86.7,0.9658,penalty,126.0,90+ mins,1,0.8771,-0.1774
Jules Koundé,jules-kounde,J. Koundé,D,827212,11.5,50.0,False,goal,shootout,right-foot,high-left,0.7884,124,0.0,7406,12,694,53.9,21.5,,,,50.0,11.5,,,46.1,0,46.1,78.5,0.994,penalty,124.0,90+ mins,1,0.8912,-0.2056
Bernardo Silva,bernardo-silva,B. Silva,M,331209,11.5,50.0,True,goal,shootout,left-foot,high-right,0.7884,123,0.0,7355,13,745,47.4,27.2,,,,50.0,11.5,,,52.6,0,52.6,72.8,0.9888,penalty,123.0,90+ mins,1,0.8886000000000001,-0.20040000000000002
Youssouf Fofana,youssouf-fofana,Y. Fofana,M,945062,11.5,50.0,False,goal,shootout,right-foot,low-centre,0.7884,122,0.0,7312,14,788,50.0,1.9,,,,50.0,11.5,,,50.0,0,50.0,98.1,0.878,penalty,122.0,90+ mins,1,0.8331999999999999,-0.08960000000000001
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,11.5,50.0,True,goal,shootout,right-foot,low-left,0.7884,122,0.0,7260,14,840,53.5,9.5,,,,50.0,11.5,,,46.5,0,46.5,90.5,0.9868,penalty,122.0,90+ mins,1,0.8876,-0.19840000000000002
Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,818244,11.5,50.0,False,goal,shootout,right-foot,low-right,0.7884,121,0.0,7204,15,896,47.3,1.9,,,,50.0,11.5,,,52.7,0,52.7,98.1,0.9852,penalty,121.0,90+ mins,1,0.8868,-0.19679999999999997
Nuno Mendes,nuno-mendes,N. Mendes,D,989768,15.7,51.5,True,save,assisted,right-foot,low-centre,0.12677149474621,120,0.0,7193,1,7,51.6,2.5,1.6,49.8,0.0,48.5,15.7,49.8,1.6,48.4,0,48.4,97.5,0.0889,,120.0,90+ mins,0,0.107835747373105,0.03787149474620999
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,19.1,51.1,False,save,assisted,right-foot,high-right,0.072723411023617,90,3.0,5565,1,735,47.9,26.6,1.8,51.1,0.0,48.9,19.1,51.1,1.8,52.1,0,52.1,73.4,0.1639,,93.0,90+ mins,0,0.1183117055118085,-0.09117658897638299
N'Golo Kanté,ngolo-kante,N. Kanté,M,234148,21.7,58.2,False,save,assisted,right-foot,low-centre,0.028467107564211,89,0.0,5324,2,76,48.9,5.1,2.4,49.5,0.0,41.8,21.7,49.5,2.4,51.1,0,51.1,94.9,0.0454,,89.0,75-89 mins,0,0.0369335537821055,-0.016932892435789004
N'Golo Kanté,ngolo-kante,N. Kanté,M,234148,24.0,58.7,False,save,assisted,right-foot,low-centre,0.029784888029099,88,0.0,5242,3,158,50.6,7.0,3.1,50.0,0.0,41.3,24.0,50.0,3.1,49.4,0,49.4,93.0,0.0245,,88.0,75-89 mins,0,0.027142444014549502,0.005284888029098999
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,2.0,43.4,True,save,regular,right-foot,low-right,0.18407452106476,63,0.0,3759,28,1641,46.1,4.4,1.5,55.1,0.0,56.6,2.0,55.1,1.5,53.9,0,53.9,95.6,0.4407,,63.0,60-74 mins,0,0.31238726053238,-0.25662547893524
Vitinha,vitinha,Vitinha,M,902029,10.0,56.9,True,save,assisted,right-foot,low-centre,0.3440705537796,63,0.0,3756,28,1644,50.9,7.6,1.1,48.2,0.0,43.1,10.0,48.2,1.1,49.1,0,49.1,92.4,0.2566,,63.0,60-74 mins,0,0.3003352768898,0.0874705537796
Bruno Fernandes,bruno-fernandes,B. Fernandes,M,288205,9.0,33.900000000000006,True,save,assisted,right-foot,low-centre,0.18124336004257,61,0.0,3624,30,1776,50.7,1.9,1.9,54.7,0.0,66.1,9.0,54.7,1.9,49.3,0,49.3,98.1,0.3969,,61.0,60-74 mins,0,0.28907168002128497,-0.21565663995742998
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,19.8,67.1,False,save,assisted,right-foot,low-centre,0.013891394250095,50,0.0,2946,41,2454,51.0,8.9,2.3,48.0,0.0,32.9,19.8,48.0,2.3,49.0,0,49.0,91.1,0.0294,,50.0,45-59 mins,0,0.0216456971250475,-0.015508605749905
Theo Hernández,theo-hernandez,T. Hernández,D,788027,24.6,69.2,False,save,assisted,left-foot,low-centre,0.016562828794122,20,0.0,1172,26,1528,48.5,13.3,1.6,48.2,0.0,30.8,24.6,48.2,1.6,51.5,0,51.5,86.7,0.0441,,20.0,15-29 mins,0,0.030331414397061,-0.027537171205878
Francisco Conceição,francisco-conceicao,F. Conceição,M,979222,3.6,52.6,True,goal,regular,left-foot,low-left,0.72097420692444,90,2.0,5471,1,829,53.2,3.8,,,,47.4,3.6,,,46.8,0,46.8,96.2,0.9736,regular,92.0,90+ mins,1,0.84728710346222,-0.25262579307556
Vitinha,vitinha,Vitinha,M,902029,26.8,60.6,True,save,assisted,right-foot,low-left,0.027254255488515,78,0.0,4652,13,748,52.5,6.3,2.4,49.8,0.0,39.4,26.8,49.8,2.4,47.5,0,47.5,93.7,0.0949,,78.0,75-89 mins,0,0.0610771277442575,-0.067645744511485
Bernardo Silva,bernardo-silva,B. Silva,M,331209,13.3,70.9,True,save,assisted,left-foot,low-left,0.037385780364275,72,0.0,4313,19,1087,51.9,18.4,2.3,47.3,0.0,29.1,13.3,47.3,2.3,48.1,0,48.1,81.6,0.0564,,72.0,60-74 mins,0,0.0468928901821375,-0.019014219635725
Nuno Mendes,nuno-mendes,N. Mendes,D,989768,4.6,62.4,True,save,assisted,head,low-centre,0.047517079859972,69,0.0,4129,22,1271,49.7,0.6,0.90000000000001,45.3,0.0,37.6,4.6,45.3,0.90000000000001,50.3,0,50.3,99.4,0.0354,,69.0,60-74 mins,0,0.041458539929986,0.012117079859972
Lukáš Provod,lukas-provod,L. Provod,M,846122,20.7,43.4,False,goal,assisted,right-foot,low-left,0.069515906274319,62,0.0,3691,29,1709,54.2,13.9,,,,56.6,20.7,,,45.8,0,45.8,86.1,0.3435,regular,62.0,60-74 mins,1,0.20650795313715953,-0.273984093725681
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,27.3,51.5,True,save,free-kick,right-foot,low-centre,0.039774421602488,58,0.0,3461,33,1939,51.3,19.0,2.0,49.8,0.0,48.5,27.3,49.8,2.0,48.7,0,48.7,81.0,0.0562,,58.0,45-59 mins,0,0.047987210801244004,-0.016425578397512
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,9.8,30.400000000000006,True,save,corner,left-foot,low-centre,0.015314686112106,45,1.0,2701,1,2699,51.6,17.1,1.5,54.0,0.0,69.6,9.8,54.0,1.5,48.4,0,48.4,82.9,0.0799,,46.0,45-59 mins,0,0.047607343056053,-0.064585313887894
Vitinha,vitinha,Vitinha,M,902029,22.5,58.4,True,save,regular,right-foot,low-right,0.022837879136205,32,0.0,1877,14,823,46.8,8.2,2.2,50.2,0.0,41.6,22.5,50.2,2.2,53.2,0,53.2,91.8,0.2079,,32.0,30-44 mins,0,0.1153689395681025,-0.185062120863795
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,9.8,56.4,True,save,assisted,left-foot,low-centre,0.56152874231339,32,0.0,1873,14,827,48.7,4.4,5.0,46.9,0.0,43.6,9.8,46.9,5.0,51.3,0,51.3,95.6,0.7707,,32.0,30-44 mins,0,0.666114371156695,-0.20917125768661005
Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,795064,11.5,50.0,True,goal,shootout,right-foot,high-left,0.7884,128,0.0,7639,8,461,53.7,21.5,,,,50.0,11.5,,,46.3,0,46.3,78.5,0.9932,penalty,128.0,90+ mins,1,0.8908,-0.20479999999999998
Zeki Amdouni,zeki-amdouni,Z. Amdouni,F,990550,11.5,50.0,False,goal,shootout,right-foot,low-centre,0.7884,127,0.0,7584,9,516,50.9,3.2,,,,50.0,11.5,,,49.1,0,49.1,96.8,0.9299,penalty,127.0,90+ mins,1,0.85915,-0.14149999999999996
Ivan Toney,ivan-toney,I. Toney,F,290927,11.5,50.0,True,goal,shootout,right-foot,low-left,0.7884,126,0.0,7529,10,571,53.2,5.1,,,,50.0,11.5,,,46.8,0,46.8,94.9,0.9882,penalty,126.0,90+ mins,1,0.8883,-0.19979999999999998
Xherdan Shaqiri,xherdan-shaqiri,X. Shaqiri,M,65953,11.5,50.0,False,goal,shootout,left-foot,low-right,0.7884,125,0.0,7477,11,623,46.4,15.2,,,,50.0,11.5,,,53.6,0,53.6,84.8,0.9881,penalty,125.0,90+ mins,1,0.88825,-0.1997
Bukayo Saka,bukayo-saka,B. Saka,F,934235,11.5,50.0,True,goal,shootout,left-foot,low-right,0.7884,124,0.0,7432,12,668,45.4,1.3,,,,50.0,11.5,,,54.6,0,54.6,98.7,0.9971,penalty,124.0,90+ mins,1,0.8927499999999999,-0.2087
Fabian Schär,fabian-schar,F. Schär,D,101882,11.5,50.0,False,goal,shootout,right-foot,low-right,0.7884,123,0.0,7371,13,729,47.3,5.7,,,,50.0,11.5,,,52.7,0,52.7,94.3,0.9809,penalty,123.0,90+ mins,1,0.8846499999999999,-0.1925
Jude Bellingham,jude-bellingham,J. Bellingham,M,991011,11.5,50.0,True,goal,shootout,right-foot,low-right,0.7884,122,0.0,7318,14,782,46.8,0.6,,,,50.0,11.5,,,53.2,0,53.2,99.4,0.9912,penalty,122.0,90+ mins,1,0.8897999999999999,-0.20279999999999998
Manuel Akanji,manuel-akanji,M. Akanji,D,383560,11.5,50.0,False,save,shootout,right-foot,low-centre,0.7884,122,0.0,7261,14,839,48.2,0.6,0.7,50.0,0.0,50.0,11.5,50.0,0.7,51.8,0,51.8,99.4,0.9713,,122.0,90+ mins,0,0.87985,-0.18290000000000006
Cole Palmer,cole-palmer,C. Palmer,M,982780,11.5,50.0,True,goal,shootout,left-foot,low-left,0.7884,121,0.0,7200,15,0,53.2,17.1,,,,50.0,11.5,,,46.8,0,46.8,82.9,0.9857,penalty,121.0,90+ mins,1,0.88705,-0.19730000000000003
Zeki Amdouni,zeki-amdouni,Z. Amdouni,F,990550,15.8,69.2,False,save,assisted,left-foot,high-left,0.034219179302454,119,0.0,7119,2,81,53.2,20.3,1.5,47.3,0.0,30.8,15.8,47.3,1.5,46.8,0,46.8,79.7,0.1589,,119.0,90+ mins,0,0.096559589651227,-0.12468082069754602
Jude Bellingham,jude-bellingham,J. Bellingham,M,991011,15.6,45.4,True,save,regular,left-foot,high-left,0.047955274581909,102,0.0,6065,4,235,53.9,21.5,1.8,49.8,0.0,54.6,15.6,49.8,1.8,46.1,0,46.1,78.5,0.433,,102.0,90+ mins,0,0.2404776372909545,-0.385044725418091
Declan Rice,declan-rice,D. Rice,M,856714,25.4,58.7,True,save,regular,right-foot,low-right,0.023262117058039,95,0.0,5668,11,632,45.9,10.1,1.2,49.6,0.0,41.3,25.4,49.6,1.2,54.1,0,54.1,89.9,0.3067,,95.0,90+ mins,0,0.16498105852901948,-0.283437882941961
Bukayo Saka,bukayo-saka,B. Saka,F,934235,18.8,29.400000000000006,True,goal,assisted,left-foot,low-left,0.02388658374548,80,0.0,4786,11,614,54.7,10.8,,,,70.6,18.8,,,45.3,0,45.3,89.2,0.5346,regular,80.0,75-89 mins,1,0.27924329187274,-0.5107134162545199
Breel Embolo,breel-embolo,B. Embolo,F,352296,2.6,52.2,False,goal,regular,right-foot,low-left,0.70410615205765,75,0.0,4454,16,946,53.3,3.2,,,,47.8,2.6,,,46.7,0,46.7,96.8,0.9879,regular,75.0,75-89 mins,1,0.8460030760288251,-0.28379384794234996
Breel Embolo,breel-embolo,B. Embolo,F,352296,8.3,60.9,False,save,assisted,right-foot,low-centre,0.089784778654575,51,0.0,3041,40,2359,51.3,0.6,1.6,46.2,0.0,39.1,8.3,46.2,1.6,48.7,0,48.7,99.4,0.0798,,51.0,45-59 mins,0,0.0847923893272875,0.009984778654575005
Semih Kılıçsoy,semih-kilicsoy,S. Kilicsoy,F,1142606,7.4,48.5,False,save,assisted,left-foot,low-centre,0.20520804822445,90,2.0,5460,1,840,51.6,10.8,1.1,50.7,0.0,51.5,7.4,50.7,1.1,48.4,0,48.4,89.2,0.0821,,92.0,90+ mins,0,0.143654024112225,0.12310804822444998
Cody Gakpo,cody-gakpo,C. Gakpo,F,862967,10.5,67.0,True,save,assisted,left-foot,low-centre,0.050499022006989,89,0.0,5328,2,72,51.6,1.3,4.6,42.6,0.0,33.0,10.5,42.6,4.6,48.4,0,48.4,98.7,0.0713,,89.0,75-89 mins,0,0.0608995110034945,-0.020800977993011005
Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,91046,9.8,48.2,True,goal,corner,head,low-centre,0.069732375442982,70,0.0,4194,21,1206,48.3,3.8,,,,51.8,9.8,,,51.7,0,51.7,96.2,0.2535,regular,70.0,60-74 mins,1,0.161616187721491,-0.183767624557018
Wout Weghorst,wout-weghorst,W. Weghorst,F,252215,6.0,41.7,True,save,assisted,right-foot,high-right,0.36649805307388,70,0.0,4160,21,1240,45.8,22.8,1.2,52.9,0.0,58.3,6.0,52.9,1.2,54.2,0,54.2,77.2,0.9564,,70.0,60-74 mins,0,0.66144902653694,-0.58990194692612
Kenan Yıldız,yildiz-kenan,K. Yıldız,F,1149011,23.5,46.6,False,save,set-piece,right-foot,low-centre,0.029817465692759,65,0.0,3866,26,1534,50.2,5.1,1.4,50.4,0.0,53.4,23.5,50.4,1.4,49.8,0,49.8,94.9,0.0195,,65.0,60-74 mins,0,0.0246587328463795,0.010317465692759
Memphis Depay,memphis-depay,M. Depay,F,138833,25.3,55.4,True,save,regular,right-foot,low-centre,0.025266936048865,57,0.0,3398,34,2002,50.2,4.4,1.9,49.8,0.0,44.6,25.3,49.8,1.9,49.8,0,49.8,95.6,0.0204,,57.0,45-59 mins,0,0.0228334680244325,0.004866936048864998
Samet Akaydın,samet-akaydin,S. Akaydın,D,863600,2.1,55.8,False,goal,corner,head,high-centre,0.28690454363823,35,0.0,2087,11,613,50.7,31.0,,,,44.2,2.1,,,49.3,0,49.3,69.0,0.6524,regular,35.0,30-44 mins,1,0.46965227181911495,-0.36549545636177
Bernardo Silva,bernardo-silva,B. Silva,M,331209,11.5,50.0,True,goal,shootout,left-foot,low-right,0.7884,125,0.0,7448,11,652,46.0,6.3,,,,50.0,11.5,,,54.0,0,54.0,93.7,0.9931,penalty,125.0,90+ mins,1,0.8907499999999999,-0.2047
Benjamin Verbič,benjamin-verbic,B. Verbič,M,153230,11.5,50.0,False,save,shootout,right-foot,low-left,0.7884,124,0.0,7396,12,704,52.4,8.9,0.59999999999999,50.2,0.0,50.0,11.5,50.2,0.59999999999999,47.6,0,47.6,91.1,0.9697,,124.0,90+ mins,0,0.87905,-0.18130000000000002
Bruno Fernandes,bruno-fernandes,B. Fernandes,M,288205,11.5,50.0,True,goal,shootout,right-foot,low-left,0.7884,123,0.0,7349,13,751,53.6,1.3,,,,50.0,11.5,,,46.4,0,46.4,98.7,0.9929,penalty,123.0,90+ mins,1,0.8906499999999999,-0.20450000000000002
Jure Balkovec,jure-balkovec,J. Balkovec,D,171625,11.5,50.0,False,save,shootout,left-foot,low-left,0.7884,122,0.0,7294,14,806,52.6,15.8,0.59999999999999,49.8,0.0,50.0,11.5,49.8,0.59999999999999,47.4,0,47.4,84.2,0.976,,122.0,90+ mins,0,0.8822,-0.1876
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,11.5,50.0,True,goal,shootout,right-foot,low-left,0.7884,121,0.0,7253,15,847,54.2,7.0,,,,50.0,11.5,,,45.8,0,45.8,93.0,0.9941,penalty,121.0,90+ mins,1,0.89125,-0.2057
Josip Iličić,josip-ilicic,J. Iličić,M,41270,11.5,50.0,False,save,shootout,left-foot,low-right,0.7884,121,0.0,7202,15,898,46.1,12.0,0.90000000000001,50.0,0.0,50.0,11.5,50.0,0.90000000000001,53.9,0,53.9,88.0,0.9886,,121.0,90+ mins,0,0.8885000000000001,-0.20020000000000004
Benjamin Šeško,benjamin-sesko,B. Šeško,F,986397,20.3,60.7,False,save,regular,right-foot,low-right,0.20888301730156,115,0.0,6868,6,332,47.3,1.9,11.9,44.2,0.0,39.3,20.3,44.2,11.9,52.7,0,52.7,98.1,0.4951,,115.0,90+ mins,0,0.35199150865078,-0.28621698269844
João Palhinha,joao-palhinha,J. Palhinha,M,364612,13.8,43.4,True,save,set-piece,head,high-centre,0.02715827524662,108,0.0,6446,13,754,51.6,34.2,1.4,50.5,0.0,56.6,13.8,50.5,1.4,48.4,0,48.4,65.8,0.1729,,108.0,90+ mins,0,0.10002913762331,-0.14574172475338
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,11.5,50.0,True,save,penalty,right-foot,low-right,0.7884,105,0.0,6289,1,11,46.7,17.1,1.5,50.0,0.0,50.0,11.5,50.0,1.5,53.3,0,53.3,82.9,0.9874,,105.0,90+ mins,0,0.8879,-0.19900000000000007
Diogo Jota,diogo-jota,D. Jota,F,606164,8.0,47.7,True,save,corner,head,low-right,0.072659596800804,100,0.0,5967,6,333,47.2,15.2,1.2,50.4,0.0,52.3,8.0,50.4,1.2,52.8,0,52.8,84.8,0.1389,,100.0,90+ mins,0,0.105779798400402,-0.066240403199196
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,8.8,65.6,True,save,fast-break,left-foot,low-centre,0.25592282414436,89,0.0,5333,2,67,50.7,5.7,1.5,45.3,0.0,34.4,8.8,45.3,1.5,49.3,0,49.3,94.3,0.0656,,89.0,75-89 mins,0,0.16076141207218,0.19032282414436003
Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,750,21.3,41.3,True,save,free-kick,right-foot,low-centre,0.086211390793324,55,0.0,3287,36,2113,50.0,17.7,1.8,50.7,0.0,58.7,21.3,50.7,1.8,50.0,0,50.0,82.3,0.0227,,55.0,45-59 mins,0,0.054455695396662,0.063511390793324
Benjamin Šeško,benjamin-sesko,B. Šeško,F,986397,28.2,63.0,False,save,assisted,right-foot,low-centre,0.020250871777534,44,0.0,2612,2,88,51.1,7.0,3.3,48.4,0.0,37.0,28.2,48.4,3.3,48.9,0,48.9,93.0,0.0327,,44.0,30-44 mins,0,0.026475435888767,-0.012449128222466
