player.name,player.slug,player.shortName,player.position,player.id,playerCoordinates.x,playerCoordinates.y,isHome,shotType,situation,bodyPart,goalMouthLocation,xg,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,goalMouthCoordinates.y,goalMouthCoordinates.z,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.start.x,draw.start.y,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,xgot,goalType,total_time,time_interval,is_goal,mean_xG_xGOT,diff_xG_xGOT
Kai Havertz,kai-havertz,K. Havertz,M,836705,9.4,49.1,False,save,assisted,head,low-centre,0.090512864291668,21,0.0,1209,25,1491,51.6,5.7,1.0,50.2,0.0,50.9,9.4,50.2,1.0,48.4,0,48.4,94.3,0.2838,,21.0,15-29 mins,0,0.187156432145834,-0.193287135708332
Pedri,pedri,Pedri,M,992587,17.5,50.7,True,save,assisted,left-foot,low-right,0.04630409181118,1,0.0,51,45,2649,47.2,3.8,1.1,50.4,0.0,49.3,17.5,50.4,1.1,52.8,0,52.8,96.2,0.1943,,1.0,0-14 mins,0,0.12030204590559,-0.14799590818882
Dávid Hancko,david-hancko,D. Hancko,D,807771,13.3,49.7,False,save,assisted,head,low-left,0.021900916472077,120,1.0,7254,1,846,52.9,4.4,0.0,51.6,0.0,50.3,13.3,51.6,0.0,47.1,0,47.1,95.6,0.1833,,121.0,90+ mins,0,0.1026004582360385,-0.16139908352792298
Harry Kane,harry-kane,H. Kane,F,108579,3.9,44.8,True,goal,set-piece,head,high-centre,0.23191326856613,91,0.0,5452,15,848,49.6,24.1,,,,55.2,3.9,,,50.4,0,50.4,75.9,0.4822,regular,91.0,90+ mins,1,0.357056634283065,-0.25028673143387004
Jude Bellingham,jude-bellingham,J. Bellingham,M,991011,9.4,49.5,True,goal,throw-in-set-piece,right-foot,low-right,0.14806607365608,90,5.0,5674,1,626,45.9,13.9,,,,50.5,9.4,,,54.1,0,54.1,86.1,0.3614,regular,95.0,90+ mins,1,0.25473303682804,-0.21333392634392
Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,150383,27.1,45.8,False,save,assisted,right-foot,low-centre,0.029091186821461,87,0.0,5203,4,197,51.3,19.0,1.5,51.1,0.0,54.2,27.1,51.1,1.5,48.7,0,48.7,81.0,0.0503,,87.0,75-89 mins,0,0.0396955934107305,-0.021208813178538996
Ivan Schranz,ivan-schranz,I. Schranz,F,123179,6.8,45.5,False,goal,assisted,right-foot,low-left,0.63366335630417,25,0.0,1463,21,1237,52.8,1.9,,,,54.5,6.8,,,47.2,0,47.2,98.1,0.9757,regular,25.0,15-29 mins,1,0.804681678152085,-0.34203664369583
Declan Rice,declan-rice,D. Rice,M,856714,10.5,44.7,False,save,corner,head,low-centre,0.037598930299282,90,0.0,5354,1,46,49.8,19.0,1.8,52.0,0.0,55.3,10.5,52.0,1.8,50.2,0,50.2,81.0,0.0217,,90.0,90+ mins,0,0.029649465149641,0.015898930299281997
Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,823622,7.0,52.1,True,goal,assisted,right-foot,low-centre,0.51557403802872,86,0.0,5157,5,243,51.3,0.6,,,,47.9,7.0,,,48.7,0,48.7,99.4,0.737,regular,86.0,75-89 mins,1,0.62628701901436,-0.22142596197127995
Lamine Yamal,lamine-yamal,Lamine Yamal,F,1402912,11.8,39.6,True,save,assisted,left-foot,low-centre,0.098383337259293,82,0.0,4873,9,527,49.6,8.9,3.2,53.2,0.0,60.4,11.8,53.2,3.2,50.4,0,50.4,91.1,0.1179,,82.0,75-89 mins,0,0.1081416686296465,-0.019516662740707
Cole Palmer,cole-palmer,C. Palmer,M,982780,19.8,36.2,False,goal,assisted,left-foot,low-left,0.041611388325691,73,0.0,4328,18,1072,53.2,1.9,,,,63.8,19.8,,,46.8,0,46.8,98.1,0.3119,regular,73.0,60-74 mins,1,0.1767556941628455,-0.270288611674309
Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,823622,7.3,75.9,True,save,fast-break,left-foot,low-left,0.012196476571262,72,0.0,4310,19,1090,52.6,3.8,0.5,46.4,0.0,24.1,7.3,46.4,0.5,47.4,0,47.4,96.2,0.1004,,72.0,60-74 mins,0,0.056298238285631005,-0.088203523428738
Lamine Yamal,lamine-yamal,Lamine Yamal,F,1402912,14.6,38.0,True,save,fast-break,left-foot,low-left,0.077300801873207,66,0.0,3945,25,1455,52.8,3.8,5.9,53.8,0.0,62.0,14.6,53.8,5.9,47.2,0,47.2,96.2,0.2882,,66.0,60-74 mins,0,0.1827504009366035,-0.21089919812679303
Nico Williams,nico-williams,N. Williams,M,1085400,8.6,64.0,True,goal,assisted,left-foot,low-right,0.099884055554867,47,0.0,2770,44,2630,46.1,3.2,,,,36.0,8.6,,,53.9,0,53.9,96.8,0.889,regular,47.0,45-59 mins,1,0.4944420277774335,-0.789115944445133
Phil Foden,phil-foden,P. Foden,M,859765,4.5,65.1,False,save,set-piece,left-foot,low-left,0.059446979314089,45,1.0,2741,1,2659,54.2,2.5,0.7,46.2,0.0,34.9,4.5,46.2,0.7,45.8,0,45.8,97.5,0.2162,,46.0,45-59 mins,0,0.1378234896570445,-0.15675302068591102
Fabián Ruiz,fabian-ruiz,F. Ruiz,M,784655,15.6,34.400000000000006,True,save,assisted,right-foot,low-centre,0.046883501112461,28,0.0,1647,18,1053,50.4,17.1,2.2,52.3,0.0,65.6,15.6,52.3,2.2,49.6,0,49.6,82.9,0.0243,,28.0,15-29 mins,0,0.0355917505562305,0.022583501112461
Ayoze Pérez,ayoze-perez,A. Pérez,M,345195,11.8,63.2,True,save,assisted,right-foot,low-centre,0.15913227200508,90,2.0,5500,1,800,48.6,5.7,4.7,43.7,0.0,36.8,11.8,43.7,4.7,51.4,0,51.4,94.3,0.2463,,92.0,90+ mins,0,0.20271613600254001,-0.08716772799491998
Ayoze Pérez,ayoze-perez,A. Pérez,M,345195,6.9,68.1,True,save,assisted,right-foot,low-left,0.062160912901163,90,1.0,5449,1,851,53.4,1.3,0.90000000000001,48.2,0.0,31.9,6.9,48.2,0.90000000000001,46.6,0,46.6,98.7,0.6391,,91.0,90+ mins,0,0.3506304564505815,-0.576939087098837
Bryan Cristante,bryan-cristante,B. Cristante,M,186855,3.9,61.2,False,save,corner,right-foot,high-centre,0.059681430459023,86,0.0,5151,5,249,49.0,20.9,1.1,46.9,0.0,38.8,3.9,46.9,1.1,51.0,0,51.0,79.1,0.0776,,86.0,75-89 mins,0,0.0686407152295115,-0.017918569540977
Álvaro Morata,alvaro-morata,Á. Morata,F,125407,25.7,53.8,True,save,assisted,right-foot,high-centre,0.040730644017458,58,0.0,3435,33,1965,49.8,29.1,3.3,49.6,0.0,46.2,25.7,49.6,3.3,50.2,0,50.2,70.9,0.0388,,58.0,45-59 mins,0,0.039765322008728995,0.0019306440174579956
Pedri,pedri,Pedri,M,992587,24.8,55.8,True,save,assisted,right-foot,high-centre,0.038232751190662,53,0.0,3164,38,2236,50.0,20.3,0.90000000000001,49.8,0.0,44.2,24.8,49.8,0.90000000000001,50.0,0,50.0,79.7,0.019,,53.0,45-59 mins,0,0.028616375595331,0.019232751190662003
Fabián Ruiz,fabian-ruiz,F. Ruiz,M,784655,23.2,45.2,True,save,assisted,left-foot,low-centre,0.046825118362904,41,0.0,2456,5,244,51.0,4.4,1.4,49.5,0.0,54.8,23.2,49.5,1.4,49.0,0,49.0,95.6,0.0427,,41.0,30-44 mins,0,0.044762559181452,0.004125118362903996
Fabián Ruiz,fabian-ruiz,F. Ruiz,M,784655,28.7,48.8,True,save,assisted,left-foot,high-right,0.022540286183357,25,0.0,1466,21,1234,47.9,36.1,0.7,50.0,0.0,51.2,28.7,50.0,0.7,52.1,0,52.1,63.9,0.233,,25.0,15-29 mins,0,0.1277701430916785,-0.21045971381664302
Álvaro Morata,alvaro-morata,Á. Morata,F,125407,3.6,37.5,True,save,assisted,right-foot,low-right,0.081188373267651,24,0.0,1406,22,1294,47.0,1.9,1.2,56.5,0.0,62.5,3.6,56.5,1.2,53.0,0,53.0,98.1,0.1545,,24.0,15-29 mins,0,0.11784418663382551,-0.07331162673234899
Pedri,pedri,Pedri,M,992587,7.4,51.1,True,save,assisted,head,high-centre,0.21306271851063,2,0.0,86,44,2614,50.9,34.2,0.59999999999999,49.8,0.0,48.9,7.4,49.8,0.59999999999999,49.1,0,49.1,65.8,0.5138,,2.0,0-14 mins,0,0.363431359255315,-0.30073728148937007
Armando Broja,armando-broja,A. Broja,F,996985,9.1,49.3,True,save,set-piece,right-foot,low-left,0.11638605594635,90,2.0,5486,1,814,52.9,19.6,1.8,49.5,0.0,50.7,9.1,49.5,1.8,47.1,0,47.1,80.4,0.262,,92.0,90+ mins,0,0.189193027973175,-0.14561394405365002
Jasir Asani,jasir-asani,J. Asani,M,355022,22.0,23.299999999999997,True,save,assisted,left-foot,low-right,0.0095389056950808,69,0.0,4132,22,1268,47.1,2.5,1.0,53.6,0.0,76.7,22.0,53.6,1.0,52.9,0,52.9,97.5,0.121,,69.0,60-74 mins,0,0.0652694528475404,-0.1114610943049192
Armando Broja,armando-broja,A. Broja,F,996985,13.2,36.4,True,save,set-piece,right-foot,high-centre,0.10266532748938,64,0.0,3827,27,1573,49.7,26.6,1.6,52.2,0.0,63.6,13.2,52.2,1.6,50.3,0,50.3,73.4,0.0374,,64.0,60-74 mins,0,0.07003266374469,0.06526532748937999
Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,823622,9.5,47.2,False,save,assisted,left-foot,low-centre,0.19634707272053,48,0.0,2846,43,2554,50.0,3.2,8.1,52.3,0.0,52.8,9.5,52.3,8.1,50.0,0,50.0,96.8,0.0579,,48.0,45-59 mins,0,0.127123536360265,0.13844707272053
Kristjan Asllani,kristjan-asllani,K. Asllani,M,996820,23.7,52.8,True,save,regular,right-foot,low-right,0.032977409660816,45,0.0,2679,1,21,46.3,19.6,1.9,50.0,0.0,47.2,23.7,50.0,1.9,53.7,0,53.7,80.4,0.2986,,45.0,45-59 mins,0,0.16578870483040797,-0.265622590339184
Ferran Torres,ferran-torres,F. Torres,F,855833,12.2,32.8,False,goal,assisted,left-foot,low-left,0.1276504099369,13,0.0,752,33,1948,53.0,1.3,,,,67.2,12.2,,,47.0,0,47.0,98.7,0.8255,regular,13.0,0-14 mins,1,0.47657520496845,-0.6978495900631
Mikel Merino,mikel-merino,M. Merino,M,592010,9.8,55.7,False,save,assisted,head,low-centre,0.041619479656219,12,0.0,669,34,2031,49.3,3.2,1.4,48.7,0.0,44.3,9.8,48.7,1.4,50.7,0,50.7,96.8,0.041,,12.0,0-14 mins,0,0.041309739828109496,0.000619479656218995
Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,132645,7.1,46.0,False,goal,assisted,head,high-left,0.21388885378838,90,2.0,5465,1,835,53.5,25.9,,,,54.0,7.1,,,46.5,0,46.5,74.1,0.8665,regular,92.0,90+ mins,1,0.5401944268941901,-0.6526111462116201
Granit Xhaka,granit-xhaka,G. Xhaka,M,117777,23.3,56.6,True,save,fast-break,left-foot,high-left,0.055727086961269,88,0.0,5269,3,131,54.3,24.1,1.4,49.5,0.0,43.4,23.3,49.5,1.4,45.7,0,45.7,75.9,0.4971,,88.0,75-89 mins,0,0.2764135434806345,-0.441372913038731
Kwadwo Duah,kwadwo-duah,K. Duah,F,827531,23.8,30.099999999999994,True,save,assisted,right-foot,low-right,0.01061066519469,74,0.0,4389,17,1011,47.4,3.2,2.7,53.8,0.0,69.9,23.8,53.8,2.7,52.6,0,52.6,96.8,0.1123,,74.0,60-74 mins,0,0.061455332597345,-0.10168933480530999
Jamal Musiala,jamal-musiala,J. Musiala,M,1010231,18.4,36.4,False,save,assisted,right-foot,low-centre,0.065933331847191,50,0.0,2992,41,2408,51.7,11.4,3.7,51.8,0.0,63.6,18.4,51.8,3.7,48.3,0,48.3,88.6,0.0707,,50.0,45-59 mins,0,0.0683166659235955,-0.004766668152809003
Dan Ndoye,dan-ndoye,D. Ndoye,M,944327,4.6,53.0,True,goal,assisted,right-foot,high-left,0.48375400900841,28,0.0,1672,18,1028,52.9,29.7,,,,47.0,4.6,,,47.1,0,47.1,70.3,0.9748,regular,28.0,15-29 mins,1,0.729277004504205,-0.49104599099159
Kai Havertz,kai-havertz,K. Havertz,M,836705,6.7,41.1,False,save,corner,head,high-centre,0.038757231086493,3,0.0,138,43,2562,48.4,20.9,1.4,52.0,0.0,58.9,6.7,52.0,1.4,51.6,0,51.6,79.1,0.0636,,3.0,0-14 mins,0,0.0511786155432465,-0.024842768913507
Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,331447,17.6,47.9,False,save,assisted,right-foot,low-centre,0.10261054337025,90,2.0,5514,1,786,48.2,5.7,1.4,50.0,0.0,52.1,17.6,50.0,1.4,51.8,0,51.8,94.3,0.0786,,92.0,90+ mins,0,0.090605271685125,0.024010543370249993
Jannik Vestergaard,jannik-vestergaard,J. Vestergaard,D,120538,10.0,53.9,True,save,corner,head,low-centre,0.046189773827791,65,0.0,3840,26,1560,50.7,12.0,1.1,48.6,0.0,46.1,10.0,48.6,1.1,49.3,0,49.3,88.0,0.0212,,65.0,60-74 mins,0,0.0336948869138955,0.024989773827791
Rasmus Højlund,rasmus-hojlund,Rasmus Højlund,F,1086417,12.6,27.900000000000006,True,save,corner,left-foot,low-right,0.030601870268583,32,0.0,1887,14,813,47.3,3.2,1.6,54.3,0.0,72.1,12.6,54.3,1.6,52.7,0,52.7,96.8,0.0978,,32.0,30-44 mins,0,0.0642009351342915,-0.067198129731417
Christian Eriksen,christian-eriksen,C. Eriksen,M,105734,24.3,53.4,True,save,assisted,right-foot,low-left,0.035544525831938,21,0.0,1250,25,1450,53.8,1.3,1.5,49.6,0.0,46.6,24.3,49.6,1.5,46.2,0,46.2,98.7,0.3253,,21.0,15-29 mins,0,0.180422262915969,-0.28975547416806197
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,18.5,66.0,True,save,assisted,right-foot,high-left,0.037195481359959,90,2.0,5482,1,818,52.9,22.8,2.0,47.8,0.0,34.0,18.5,47.8,2.0,47.1,0,47.1,77.2,0.1532,,92.0,90+ mins,0,0.0951977406799795,-0.116004518640041
Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,41789,11.5,50.0,False,goal,penalty,right-foot,low-left,0.7884,79,0.0,4693,12,707,53.9,0.6,,,,50.0,11.5,,,46.1,0,46.1,99.4,0.995,penalty,79.0,75-89 mins,1,0.8916999999999999,-0.2066
Bradley Barcola,barcola-bradley,B. Barcola,F,996952,3.3,67.3,True,save,fast-break,left-foot,low-left,0.054546151310205,59,0.0,3506,32,1894,53.3,11.4,0.7,45.1,0.0,32.7,3.3,45.1,0.7,46.7,0,46.7,88.6,0.1057,,59.0,45-59 mins,0,0.0801230756551025,-0.051153848689795
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,11.5,50.0,True,goal,penalty,right-foot,low-right,0.7884,56,0.0,3338,35,2062,46.1,7.0,,,,50.0,11.5,,,53.9,0,53.9,93.0,0.9919,penalty,56.0,45-59 mins,1,0.89015,-0.20350000000000001
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,15.2,69.6,True,save,corner,right-foot,low-right,0.033799160271883,49,0.0,2908,42,2492,46.7,13.3,1.5,46.6,0.0,30.4,15.2,46.6,1.5,53.3,0,53.3,86.7,0.2369,,49.0,45-59 mins,0,0.1353495801359415,-0.203100839728117
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,3.2,62.7,True,save,assisted,right-foot,low-left,0.2003601193428,45,0.0,2665,1,35,52.5,1.9,1.8,42.1,0.0,37.3,3.2,42.1,1.8,47.5,0,47.5,98.1,0.4613,,45.0,45-59 mins,0,0.3308300596714,-0.2609398806572
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,4.2,62.6,True,save,assisted,right-foot,low-centre,0.22363431751728,42,0.0,2471,4,229,51.1,10.1,2.3,42.4,0.0,37.4,4.2,42.4,2.3,48.9,0,48.9,89.9,0.1904,,42.0,30-44 mins,0,0.20701715875864002,0.03323431751727998
Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,818244,7.3,37.4,True,save,fast-break,right-foot,low-right,0.29405790567398,19,0.0,1120,27,1580,47.9,13.9,4.2,58.3,0.0,62.6,7.3,58.3,4.2,52.1,0,52.1,86.1,0.6011,,19.0,15-29 mins,0,0.44757895283699,-0.30704209432602
Kacper Urbański,kacper-urbanski,K. Urbański,M,1012383,12.8,53.8,False,save,corner,left-foot,high-left,0.12832795083523,15,0.0,848,31,1852,52.1,24.1,0.59999999999999,48.0,0.0,46.2,12.8,48.0,0.59999999999999,47.9,0,47.9,75.9,0.1298,,15.0,15-29 mins,0,0.129063975417615,-0.0014720491647700062
Theo Hernández,theo-hernandez,T. Hernández,D,788027,5.7,65.8,True,save,assisted,left-foot,low-left,0.16359184682369,11,0.0,639,35,2061,54.2,3.2,1.2,44.9,0.0,34.2,5.7,44.9,1.2,45.8,0,45.8,96.8,0.6547,,11.0,0-14 mins,0,0.40914592341184497,-0.49110815317630996
Piotr Zieliński,piotr-zielinski,P. Zieliński,M,138605,23.8,50.5,False,save,assisted,right-foot,low-right,0.025805843994021,6,0.0,344,40,2356,46.6,12.0,1.9,49.6,0.0,49.5,23.8,49.6,1.9,53.4,0,53.4,88.0,0.1568,,6.0,0-14 mins,0,0.0913029219970105,-0.130994156005979
Mateo Kovačić,mateo-kovacic,M. Kovačić,M,136710,14.4,60.3,True,save,assisted,left-foot,high-centre,0.093903802335262,90,8.0,5878,1,422,48.8,20.3,2.9,47.1,0.0,39.7,14.4,47.1,2.9,51.2,0,51.2,79.7,0.0628,,98.0,90+ mins,0,0.078351901167631,0.031103802335262
Klaus Gjasula,klaus-gjasula,K. Gjasula,D,163673,11.5,50.0,False,goal,regular,left-foot,low-left,0.21742527186871,90,5.0,5663,1,637,52.9,4.4,,,,50.0,11.5,,,47.1,0,47.1,95.6,0.6508,regular,95.0,90+ mins,1,0.434112635934355,-0.4333747281312901
Arber Hoxha,arber-hoxha,A. Hoxha,M,890663,21.8,44.0,False,save,assisted,right-foot,low-left,0.065928988158703,90,0.0,5344,1,56,52.0,3.2,2.8,51.8,0.0,56.0,21.8,51.8,2.8,48.0,0,48.0,96.8,0.1063,,90.0,90+ mins,0,0.08611449407935151,-0.040371011841297
Martin Baturina,martin-baturina,M. Baturina,M,1090019,7.2,69.8,True,save,fast-break,right-foot,low-right,0.07366743683815,89,0.0,5300,2,100,46.8,8.9,1.4,44.4,0.0,30.2,7.2,44.4,1.4,53.2,0,53.2,91.1,0.5016,,89.0,75-89 mins,0,0.28763371841907504,-0.42793256316185
Ante Budimir,ante-budimir,A. Budimir,F,37318,12.5,54.0,True,save,set-piece,left-foot,low-left,0.069601655006409,80,0.0,4751,11,649,53.8,1.9,2.9,49.8,0.0,46.0,12.5,49.8,2.9,46.2,0,46.2,98.1,0.3436,,80.0,75-89 mins,0,0.20660082750320452,-0.273998344993591
Ante Budimir,ante-budimir,A. Budimir,F,37318,4.4,43.8,True,save,regular,left-foot,low-centre,0.14565892517567,75,0.0,4490,16,910,48.9,1.3,3.6,55.1,0.0,56.2,4.4,55.1,3.6,51.1,0,51.1,98.7,0.6796,,75.0,75-89 mins,0,0.412629462587835,-0.53394107482433
Andrej Kramarić,andrej-kramaric,A. Kramarić,F,67647,10.6,55.2,True,goal,assisted,right-foot,low-left,0.2172809690237,74,0.0,4398,17,1002,53.0,3.2,,,,44.8,10.6,,,47.0,0,47.0,96.8,0.7061,regular,74.0,60-74 mins,1,0.46169048451184996,-0.4888190309763
Taulant Seferi,taulant-seferi,T. Seferi,M,279487,26.0,59.3,False,save,regular,right-foot,low-left,0.016290040686727,73,0.0,4374,18,1026,51.9,2.5,2.5,50.0,0.0,40.7,26.0,50.0,2.5,48.1,0,48.1,97.5,0.084,,73.0,60-74 mins,0,0.0501450203433635,-0.067709959313273
Kristjan Asllani,kristjan-asllani,K. Asllani,M,996820,21.2,62.4,False,save,assisted,right-foot,low-centre,0.027587916702032,63,0.0,3766,28,1634,49.1,3.2,1.2,47.5,0.0,37.6,21.2,47.5,1.2,50.9,0,50.9,96.8,0.0431,,63.0,60-74 mins,0,0.035343958351016,-0.015512083297968
Ivan Perišić,ivan-perisic,I. Perišić,M,38710,23.5,64.6,True,save,assisted,left-foot,low-right,0.039817687124014,61,0.0,3617,30,1783,45.5,13.3,2.8,47.1,0.0,35.4,23.5,47.1,2.8,54.5,0,54.5,86.7,0.4148,,61.0,60-74 mins,0,0.227308843562007,-0.374982312875986
Mateo Kovačić,mateo-kovacic,M. Kovačić,M,136710,22.5,59.5,True,save,assisted,right-foot,high-centre,0.037650853395462,53,0.0,3173,38,2227,51.5,22.8,3.7,47.8,0.0,40.5,22.5,47.8,3.7,48.5,0,48.5,77.2,0.0671,,53.0,45-59 mins,0,0.052375426697731,-0.029449146604538005
Luka Sučić,luka-sucic,L. Sučić,M,949156,12.2,34.7,True,save,assisted,left-foot,low-centre,0.035219836980104,50,0.0,2982,41,2418,51.8,5.1,1.9,52.3,0.0,65.3,12.2,52.3,1.9,48.2,0,48.2,94.9,0.1123,,50.0,45-59 mins,0,0.073759918490052,-0.077080163019896
Rey Manaj,rey-manaj,R. Manaj,F,587882,9.8,53.0,False,save,assisted,head,low-left,0.11438076943159,45,1.0,2735,1,2665,53.1,17.1,1.9,49.3,0.0,47.0,9.8,49.3,1.9,46.9,0,46.9,82.9,0.4751,,46.0,45-59 mins,0,0.294740384715795,-0.36071923056841004
Marcelo Brozović,marcelo-brozovic,M. Brozović,M,108800,28.6,63.4,True,save,assisted,right-foot,low-centre,0.018535232171416,38,0.0,2274,8,426,51.3,8.9,2.8,48.9,0.0,36.6,28.6,48.9,2.8,48.7,0,48.7,91.1,0.0322,,38.0,30-44 mins,0,0.025367616085708,-0.013664767828583998
Kristjan Asllani,kristjan-asllani,K. Asllani,M,996820,12.1,53.1,False,save,fast-break,right-foot,low-left,0.14704237878323,31,0.0,1828,15,872,52.1,13.9,5.4,48.6,0.0,46.9,12.1,48.6,5.4,47.9,0,47.9,86.1,0.5934,,31.0,30-44 mins,0,0.370221189391615,-0.44635762121677003
Qazim Laci,qazim-laci,Q. Laci,M,284395,6.9,45.5,False,goal,assisted,head,low-right,0.33544310927391,11,0.0,615,35,2085,47.7,5.1,,,,54.5,6.9,,,52.3,0,52.3,94.9,0.4744,regular,11.0,0-14 mins,1,0.404921554636955,-0.13895689072608997
Leroy Sané,leroy-sane,L. Sané,M,293519,19.8,38.9,True,save,assisted,right-foot,low-left,0.028989911079407,75,0.0,4455,16,945,52.7,2.5,1.8,50.2,0.0,61.1,19.8,50.2,1.8,47.3,0,47.3,97.5,0.2034,,75.0,75-89 mins,0,0.11619495553970349,-0.174410088920593
Joshua Kimmich,joshua-kimmich,J. Kimmich,M,259117,9.9,39.9,True,save,assisted,left-foot,low-right,0.15361545979977,74,0.0,4403,17,997,46.9,17.7,2.0,51.6,0.0,60.1,9.9,51.6,2.0,53.1,0,53.1,82.3,0.1718,,74.0,60-74 mins,0,0.16270772989988502,-0.01818454020023
İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,45853,9.6,53.1,True,goal,assisted,left-foot,low-right,0.26735204458237,67,0.0,3979,24,1421,47.5,0.6,,,,46.9,9.6,,,52.5,0,52.5,99.4,0.782,regular,67.0,60-74 mins,1,0.524676022291185,-0.51464795541763
Toni Kroos,toni-kroos,T. Kroos,M,26502,18.9,47.3,True,save,regular,right-foot,low-right,0.062458045780659,55,0.0,3256,36,2144,46.2,18.4,2.8,51.1,0.0,52.7,18.9,51.1,2.8,53.8,0,53.8,81.6,0.28,,55.0,45-59 mins,0,0.1712290228903295,-0.21754195421934103
Barnabás Varga,barnabas-varga,B. Varga,F,852434,1.9,60.3,False,save,set-piece,left-foot,low-centre,0.15741938352585,26,0.0,1520,20,1180,51.8,5.7,0.0,45.3,0.0,39.7,1.9,45.3,0.0,48.2,0,48.2,94.3,0.4055,,26.0,15-29 mins,0,0.281459691762925,-0.24808061647415003
Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,869856,21.5,73.6,False,save,free-kick,right-foot,high-left,0.047618333250284,26,0.0,1516,20,1184,52.9,29.1,1.4,51.1,0.0,26.4,21.5,51.1,1.4,47.1,0,47.1,70.9,0.2288,,26.0,15-29 mins,0,0.138209166625142,-0.181181666749716
Jamal Musiala,jamal-musiala,J. Musiala,M,1010231,8.7,53.6,True,goal,assisted,right-foot,high-left,0.16527888178825,22,0.0,1302,24,1398,53.1,27.8,,,,46.4,8.7,,,46.9,0,46.9,72.2,0.8953,regular,22.0,15-29 mins,1,0.530289440894125,-0.73002111821175
Kai Havertz,kai-havertz,K. Havertz,M,836705,3.6,42.1,True,save,assisted,left-foot,low-centre,0.17560420930386,11,0.0,649,35,2051,51.5,19.6,2.0,53.1,0.0,57.9,3.6,53.1,2.0,48.5,0,48.5,80.4,0.7363,,11.0,0-14 mins,0,0.45595210465193,-0.56069579069614
Kai Havertz,kai-havertz,K. Havertz,M,836705,18.8,36.9,True,save,assisted,left-foot,low-right,0.044057194143534,5,0.0,243,41,2457,48.1,1.3,1.6,51.1,0.0,63.1,18.8,51.1,1.6,51.9,0,51.9,98.7,0.0898,,5.0,0-14 mins,0,0.066928597071767,-0.04574280585646601
Roland Sallai,roland-sallai,R. Sallai,M,355088,7.3,55.6,False,save,regular,right-foot,low-centre,0.1266455501318,1,0.0,15,45,2685,51.7,12.7,6.4,44.8,0.0,44.4,7.3,44.8,6.4,48.3,0,48.3,87.3,0.442,,1.0,0-14 mins,0,0.2843227750659,-0.3153544498682
Matěj Jurásek,matej-jurasek,M. Jurásek,M,1008382,18.5,69.3,False,save,assisted,right-foot,low-right,0.017703656107187,90,4.0,5619,1,681,46.3,1.9,1.4,48.7,0.0,30.7,18.5,48.7,1.4,53.7,0,53.7,98.1,0.4423,,94.0,90+ mins,0,0.2300018280535935,-0.42459634389281303
Ondrej Lingr,lingr-ondrej,O. Lingr,M,794968,18.1,45.4,False,save,assisted,right-foot,low-right,0.044712103903294,78,0.0,4635,13,765,46.1,4.4,1.6,50.7,0.0,54.6,18.1,50.7,1.6,53.9,0,53.9,95.6,0.2996,,78.0,75-89 mins,0,0.172156051951647,-0.254887896096706
Matěj Jurásek,matej-jurasek,M. Jurásek,M,1008382,24.0,45.2,False,save,assisted,left-foot,low-right,0.020562341436744,66,0.0,3915,25,1485,46.2,2.5,2.0,51.1,0.0,54.8,24.0,51.1,2.0,53.8,0,53.8,97.5,0.3,,66.0,60-74 mins,0,0.160281170718372,-0.279437658563256
Patrik Schick,patrik-schick,P. Schick,F,280609,1.3,52.6,False,goal,corner,other,low-left,0.90266764163971,59,0.0,3486,32,1914,52.7,8.2,,,,47.4,1.3,,,47.3,0,47.3,91.8,0.9804,regular,59.0,45-59 mins,1,0.941533820819855,-0.07773235836029002
Patrik Schick,patrik-schick,P. Schick,F,280609,13.3,51.7,False,save,assisted,left-foot,low-left,0.16279616951942,45,5.0,2985,1,2415,53.1,1.9,4.0,50.0,0.0,48.3,13.3,50.0,4.0,46.9,0,46.9,98.1,0.2738,,50.0,45-59 mins,0,0.21829808475971,-0.11100383048057999
Georges Mikautadze,mikautadze-georges,G. Mikautadze,F,1009372,11.5,50.0,True,goal,penalty,right-foot,low-right,0.7884,45,4.0,2900,1,2500,45.9,17.1,,,,50.0,11.5,,,54.1,0,54.1,82.9,0.9933,penalty,49.0,45-59 mins,1,0.8908499999999999,-0.20489999999999997
