player.name,player.slug,player.shortName,player.position,player.id,playerCoordinates.x,playerCoordinates.y,isHome,shotType,situation,bodyPart,goalMouthLocation,xg,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,goalMouthCoordinates.y,goalMouthCoordinates.z,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.start.x,draw.start.y,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,xgot,goalType
Pedri,pedri,Pedri,M,992587,75.2,55.8,True,save,assisted,right-foot,high-centre,0.038232751190662,53,,3164,38,2236,50.0,20.3,0.90000000000001,49.8,0.0,44.2,24.8,49.8,0.90000000000001,50.0,0,50.0,79.7,0.019,
Pedri,pedri,Pedri,M,992587,92.0,55.2,True,miss,assisted,right-foot,close-left,0.40260481834412,52,,3086,39,2314,57.1,12.5,,,,44.8,8.0,,,42.9,0,42.9,87.5,,
Federico Chiesa,federico-chiesa,F. Chiesa,F,845386,84.6,31.099999999999994,False,miss,fast-break,right-foot,high,0.045816030353308,45,,2699,1,1,46.1,87.5,,,,68.9,15.4,,,53.9,0,53.9,12.5,,
Fabián Ruiz,fabian-ruiz,F. Ruiz,M,784655,76.8,45.2,True,save,assisted,left-foot,low-centre,0.046825118362904,41,,2456,5,244,51.0,4.4,1.4,49.5,0.0,54.8,23.2,49.5,1.4,49.0,0,49.0,95.6,0.0427,
Fabián Ruiz,fabian-ruiz,F. Ruiz,M,784655,75.3,37.8,True,miss,set-piece,left-foot,high,0.010401239618659,37,,2190,9,510,49.1,84.7,,,,62.2,24.7,,,50.9,0,50.9,15.3,,
Rodri,rodri,Rodri,M,827606,81.1,50.7,True,block,assisted,right-foot,low-centre,0.097811482846737,28,,1661,18,1039,49.5,19.0,8.1,50.0,0.0,49.3,18.9,50.0,8.1,50.5,0,50.5,81.0,,
Rodri,rodri,Rodri,M,827606,68.8,52.6,True,miss,assisted,right-foot,left,0.01582982763648,27,,1580,19,1120,59.7,5.6,,,,47.4,31.2,,,40.3,0,40.3,94.4,,
Fabián Ruiz,fabian-ruiz,F. Ruiz,M,784655,71.3,48.8,True,save,assisted,left-foot,high-right,0.022540286183357,25,,1466,21,1234,47.9,36.1,0.7,50.0,0.0,51.2,28.7,50.0,0.7,52.1,0,52.1,63.9,0.233,
Álvaro Morata,alvaro-morata,Á. Morata,F,125407,96.4,37.5,True,save,assisted,right-foot,low-right,0.081188373267651,24,,1406,22,1294,47.0,1.9,1.2,56.5,0.0,62.5,3.6,56.5,1.2,53.0,0,53.0,98.1,0.1545,
Álvaro Morata,alvaro-morata,Á. Morata,F,125407,81.0,63.6,True,block,assisted,right-foot,low-centre,0.027282703667879,15,,843,31,1857,51.2,19.0,14.7,39.2,0.0,36.4,19.0,39.2,14.7,48.8,0,48.8,81.0,,
Nico Williams,nico-williams,N. Williams,M,1085400,93.5,45.7,True,miss,assisted,head,close-right,0.33742189407349,10,,584,36,2116,42.7,20.8,,,,54.3,6.5,,,57.3,0,57.3,79.2,,
Pedri,pedri,Pedri,M,992587,92.6,51.1,True,save,assisted,head,high-centre,0.21306271851063,2,,86,44,2614,50.9,34.2,0.59999999999999,49.8,0.0,48.9,7.4,49.8,0.59999999999999,49.1,0,49.1,65.8,0.5138,
Armando Broja,armando-broja,A. Broja,F,996985,90.9,49.3,True,save,set-piece,right-foot,low-left,0.11638605594635,90,2.0,5486,1,814,52.9,19.6,1.8,49.5,0.0,50.7,9.1,49.5,1.8,47.1,0,47.1,80.4,0.262,
Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,151003,88.7,44.6,True,miss,set-piece,head,left,0.025032361969352,90,2.0,5482,1,818,75.6,4.2,10.6,53.2,0.0,55.4,11.3,53.2,10.6,24.4,0,24.4,95.8,,
Arber Hoxha,arber-hoxha,A. Hoxha,M,890663,91.2,66.7,True,miss,assisted,right-foot,high-right,0.041056238114834,83,,4977,8,423,10.3,100.0,,,,33.3,8.8,,,89.7,0,89.7,0.0,,
Álvaro Morata,alvaro-morata,Á. Morata,F,125407,93.0,55.8,False,miss,corner,head,close-high,0.13151895999908,80,,4760,11,640,52.8,50.0,,,,44.2,7.0,,,47.2,0,47.2,50.0,,
Dani Olmo,dani-olmo,D. Olmo,M,789071,88.0,69.9,False,block,assisted,right-foot,low-centre,0.059799712151289,79,,4717,12,683,49.2,19.0,8.0,37.0,0.0,30.1,12.0,37.0,8.0,50.8,0,50.8,81.0,,
Medon Berisha,medon-berisha,M. Berisha,F,1142149,76.9,39.1,True,block,assisted,right-foot,low-centre,0.029476571828127,78,,4675,13,725,50.3,19.0,13.3,56.1,0.0,60.9,23.1,56.1,13.3,49.7,0,49.7,81.0,,
Kristjan Asllani,kristjan-asllani,K. Asllani,M,996820,80.3,69.5,True,miss,assisted,left-foot,close-right,0.045167703181505,77,,4604,14,796,42.7,19.4,,,,30.5,19.7,,,57.3,0,57.3,80.6,,
Fermín López,fermin-lopez,F. López,M,1153270,77.6,37.3,False,block,assisted,left-foot,low-centre,0.030181685462594,77,,4581,14,819,51.2,19.0,19.7,61.0,0.0,62.7,22.4,61.0,19.7,48.8,0,48.8,81.0,,
Fermín López,fermin-lopez,F. López,M,1153270,75.6,23.299999999999997,False,block,regular,right-foot,low-centre,0.0072526703588665,76,,4534,15,866,50.7,19.0,11.2,61.9,0.0,76.7,24.4,61.9,11.2,49.3,0,49.3,81.0,,
Jasir Asani,jasir-asani,J. Asani,M,355022,78.0,23.299999999999997,True,save,assisted,left-foot,low-right,0.0095389056950808,69,,4132,22,1268,47.1,2.5,1.0,53.6,0.0,76.7,22.0,53.6,1.0,52.9,0,52.9,97.5,0.121,
Kristjan Asllani,kristjan-asllani,K. Asllani,M,996820,77.0,62.4,True,block,assisted,left-foot,low-centre,0.049639161676168,65,,3875,26,1525,49.3,19.0,17.7,40.6,0.0,37.6,23.0,40.6,17.7,50.7,0,50.7,81.0,,
Armando Broja,armando-broja,A. Broja,F,996985,86.8,36.4,True,save,set-piece,right-foot,high-centre,0.10266532748938,64,,3827,27,1573,49.7,26.6,1.6,52.2,0.0,63.6,13.2,52.2,1.6,50.3,0,50.3,73.4,0.0374,
Dani Olmo,dani-olmo,D. Olmo,M,789071,52.7,45.5,False,miss,fast-break,right-foot,close-right,0.026663463562727,50,,2975,41,2425,42.4,4.2,,,,54.5,47.3,,,57.6,0,57.6,95.8,,
Kristjan Asllani,kristjan-asllani,K. Asllani,M,996820,78.3,56.3,True,block,assisted,right-foot,low-centre,0.04002283886075,50,,2958,41,2442,50.3,19.0,19.2,44.4,0.0,43.7,21.7,44.4,19.2,49.7,0,49.7,81.0,,
Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,823622,90.5,47.2,False,save,assisted,left-foot,low-centre,0.19634707272053,48,,2846,43,2554,50.0,3.2,8.1,52.3,0.0,52.8,9.5,52.3,8.1,50.0,0,50.0,96.8,0.0579,
Joselu,joselu,Joselu,F,69418,92.1,53.2,False,miss,assisted,left-foot,close-left,0.11084166169167,47,,2791,44,2609,56.3,20.8,,,,46.8,7.9,,,43.7,0,43.7,79.2,,
Joselu,joselu,Joselu,F,69418,87.3,70.2,False,miss,assisted,right-foot,close-left,0.021823201328516,45,1.0,2722,1,2678,58.2,5.6,,,,29.8,12.7,,,41.8,0,41.8,94.4,,
Kristjan Asllani,kristjan-asllani,K. Asllani,M,996820,76.3,52.8,True,save,regular,right-foot,low-right,0.032977409660816,45,,2679,1,21,46.3,19.6,1.9,50.0,0.0,47.2,23.7,50.0,1.9,53.7,0,53.7,80.4,0.2986,
Mikel Merino,mikel-merino,M. Merino,M,592010,89.6,54.6,False,miss,assisted,left-foot,high,0.3249683380127,44,,2616,2,84,54.6,93.1,,,,45.4,10.4,,,45.4,0,45.4,6.9,,
Ferran Torres,ferran-torres,F. Torres,F,855833,89.9,35.400000000000006,False,miss,assisted,head,close-high,0.02150771394372,41,,2416,5,284,53.1,55.6,,,,64.6,10.1,,,46.9,0,46.9,44.4,,
Dani Olmo,dani-olmo,D. Olmo,M,789071,91.3,45.2,False,block,assisted,right-foot,low-centre,0.15723007917404,36,,2133,10,567,50.3,19.0,7.6,54.2,0.0,54.8,8.7,54.2,7.6,49.7,0,49.7,81.0,,
Daniel Vivian,daniel-vivian,D. Vivian,D,910978,89.6,49.8,False,miss,corner,head,close-right,0.044599302113056,26,,1524,20,1176,41.3,8.3,4.5,54.7,0.0,50.2,10.4,54.7,4.5,58.7,0,58.7,91.7,,
Dani Olmo,dani-olmo,D. Olmo,M,789071,77.7,25.5,False,miss,assisted,right-foot,left,0.024503013119102,21,,1255,25,1445,64.9,8.3,,,,74.5,22.3,,,35.1,0,35.1,91.7,,
Ferran Torres,ferran-torres,F. Torres,F,855833,87.8,32.8,False,goal,assisted,left-foot,low-left,0.1276504099369,13,,752,33,1948,53.0,1.3,,,,67.2,12.2,,,47.0,0,47.0,98.7,0.8255,regular
Joselu,joselu,Joselu,F,69418,89.8,52.9,False,miss,assisted,head,high,0.042225696146488,12,,687,34,2013,53.8,70.8,,,,47.1,10.2,,,46.2,0,46.2,29.2,,
Mikel Merino,mikel-merino,M. Merino,M,592010,90.2,55.7,False,save,assisted,head,low-centre,0.041619479656219,12,,669,34,2031,49.3,3.2,1.4,48.7,0.0,44.3,9.8,48.7,1.4,50.7,0,50.7,96.8,0.041,
Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,132645,92.9,46.0,False,goal,assisted,head,high-left,0.21388885378838,90,2.0,5465,1,835,53.5,25.9,,,,54.0,7.1,,,46.5,0,46.5,74.1,0.8665,regular
Granit Xhaka,granit-xhaka,G. Xhaka,M,117777,76.7,56.6,True,save,fast-break,left-foot,high-left,0.055727086961269,88,,5269,3,131,54.3,24.1,1.4,49.5,0.0,43.4,23.3,49.5,1.4,45.7,0,45.7,75.9,0.4971,
Kai Havertz,kai-havertz,K. Havertz,M,836705,92.3,44.8,False,post,corner,other,high,0.10474389791489,85,,5075,6,325,52.4,38.6,,,,55.2,7.7,,,47.6,0,47.6,61.4,,
Leroy Sané,leroy-sane,L. Sané,M,293519,85.0,33.8,False,miss,set-piece,left-foot,left,0.033837456256151,82,,4872,9,528,63.0,38.9,,,,66.2,15.0,,,37.0,0,37.0,61.1,,
Kwadwo Duah,kwadwo-duah,K. Duah,F,827531,76.2,30.099999999999994,True,save,assisted,right-foot,low-right,0.01061066519469,74,,4389,17,1011,47.4,3.2,2.7,53.8,0.0,69.9,23.8,53.8,2.7,52.6,0,52.6,96.8,0.1123,
Joshua Kimmich,joshua-kimmich,J. Kimmich,M,259117,95.5,42.7,False,block,assisted,left-foot,low-centre,0.16629184782505,70,,4186,21,1214,48.6,19.0,3.1,55.4,0.0,57.3,4.5,55.4,3.1,51.4,0,51.4,81.0,,
Kai Havertz,kai-havertz,K. Havertz,M,836705,95.1,45.8,False,miss,set-piece,head,high,0.24263156950474,68,,4022,23,1378,50.1,63.9,,,,54.2,4.9,,,49.9,0,49.9,36.1,,
Kai Havertz,kai-havertz,K. Havertz,M,836705,90.6,52.2,False,miss,corner,head,high,0.045870635658503,64,,3824,27,1576,51.1,80.6,,,,47.8,9.4,,,48.9,0,48.9,19.4,,
İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,45853,90.1,46.1,False,block,assisted,head,low-centre,0.051678817719221,64,,3810,27,1590,51.5,19.0,8.4,53.1,0.0,53.9,9.9,53.1,8.4,48.5,0,48.5,81.0,,
David Raum,david-raum,D. Raum,D,856076,76.8,71.4,False,miss,assisted,left-foot,close-high,0.025896862149239,63,,3760,28,1640,51.6,58.3,,,,28.6,23.2,,,48.4,0,48.4,41.7,,
Toni Kroos,toni-kroos,T. Kroos,M,26502,75.4,50.5,False,miss,assisted,right-foot,left,0.033967386931181,55,,3245,36,2155,59.3,19.4,,,,49.5,24.6,,,40.7,0,40.7,80.6,,
İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,45853,84.9,48.5,False,miss,regular,left-foot,left,0.14519809186459,50,,2994,41,2406,62.0,16.7,,,,51.5,15.1,,,38.0,0,38.0,83.3,,
Jamal Musiala,jamal-musiala,J. Musiala,M,1010231,81.6,36.4,False,save,assisted,right-foot,low-centre,0.065933331847191,50,,2992,41,2408,51.7,11.4,3.7,51.8,0.0,63.6,18.4,51.8,3.7,48.3,0,48.3,88.6,0.0707,
Robert Andrich,robert-andrich,R. Andrich,M,168903,76.5,52.3,False,miss,assisted,right-foot,high-right,0.026923717930913,43,,2556,3,144,39.3,48.6,,,,47.7,23.5,,,60.7,0,60.7,51.4,,
Kai Havertz,kai-havertz,K. Havertz,M,836705,89.0,35.099999999999994,False,miss,assisted,left-foot,high-left,0.096754729747772,42,,2483,4,217,63.7,75.0,,,,64.9,11.0,,,36.3,0,36.3,25.0,,
Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,142622,94.9,43.4,False,miss,corner,head,close-right,0.12467279285192,41,,2438,5,262,42.0,30.6,,,,56.6,5.1,,,58.0,0,58.0,69.4,,
Robert Andrich,robert-andrich,R. Andrich,M,168903,72.3,62.5,False,block,assisted,right-foot,high-centre,0.016434736549854,33,,1951,13,749,48.9,22.2,23.4,39.3,0.0,37.5,27.7,39.3,23.4,51.1,0,51.1,77.8,,
Dan Ndoye,dan-ndoye,D. Ndoye,M,944327,81.7,69.4,True,miss,assisted,left-foot,close-right,0.054637834429741,31,,1800,15,900,41.0,5.6,,,,30.6,18.3,,,59.0,0,59.0,94.4,,
Dan Ndoye,dan-ndoye,D. Ndoye,M,944327,95.4,53.0,True,goal,assisted,right-foot,high-left,0.48375400900841,28,,1672,18,1028,52.9,29.7,,,,47.0,4.6,,,47.1,0,47.1,70.3,0.9748,regular
Kai Havertz,kai-havertz,K. Havertz,M,836705,88.9,57.7,False,block,assisted,left-foot,low-centre,0.072865471243858,12,,695,34,2005,49.4,4.2,10.1,43.7,0.0,42.3,11.1,43.7,10.1,50.6,0,50.6,95.8,,
İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,45853,78.1,53.4,False,block,assisted,right-foot,low-centre,0.062234453856945,11,,649,35,2051,49.1,15.3,15.3,47.1,0.0,46.6,21.9,47.1,15.3,50.9,0,50.9,84.7,,
Kai Havertz,kai-havertz,K. Havertz,M,836705,93.3,41.1,False,save,corner,head,high-centre,0.038757231086493,3,,138,43,2562,48.4,20.9,1.4,52.0,0.0,58.9,6.7,52.0,1.4,51.6,0,51.6,79.1,0.0636,
Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,331447,82.4,47.9,False,save,assisted,right-foot,low-centre,0.10261054337025,90,2.0,5514,1,786,48.2,5.7,1.4,50.0,0.0,52.1,17.6,50.0,1.4,51.8,0,51.8,94.3,0.0786,
Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,832208,86.2,42.5,False,miss,assisted,head,close-high,0.031365938484669,89,,5326,2,74,51.4,55.6,,,,57.5,13.8,,,48.6,0,48.6,44.4,,
Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,192144,91.3,58.1,False,miss,regular,head,right,0.042409393936396,83,,4949,8,451,40.5,16.7,3.2,54.2,0.0,41.9,8.7,54.2,3.2,59.5,0,59.5,83.3,,
Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,192144,89.6,69.5,False,miss,regular,right-foot,right,0.047099355608225,81,,4823,10,577,40.2,2.8,,,,30.5,10.4,,,59.8,0,59.8,97.2,,
Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,859917,71.5,66.3,True,miss,assisted,right-foot,high-right,0.013765509240329,67,,3993,24,1407,43.5,97.2,,,,33.7,28.5,,,56.5,0,56.5,2.8,,
Jannik Vestergaard,jannik-vestergaard,J. Vestergaard,D,120538,90.0,53.9,True,save,corner,head,low-centre,0.046189773827791,65,,3840,26,1560,50.7,12.0,1.1,48.6,0.0,46.1,10.0,48.6,1.1,49.3,0,49.3,88.0,0.0212,
Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,859917,74.9,42.8,True,miss,assisted,right-foot,high,0.031876817345619,62,,3665,29,1735,48.7,68.1,,,,57.2,25.1,,,51.3,0,51.3,31.9,,
Andreas Christensen,andreas-christensen,A. Christensen,D,186795,73.2,55.2,True,miss,assisted,right-foot,high,0.012210611253977,60,,3567,31,1833,48.4,79.2,,,,44.8,26.8,,,51.6,0,51.6,20.8,,
Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,888537,87.9,27.400000000000006,True,block,assisted,left-foot,low-left,0.030627805739641,51,,3015,40,2385,53.9,19.0,9.9,67.9,0.0,72.6,12.1,67.9,9.9,46.1,0,46.1,81.0,,
Jonas Wind,jonas-wind,J. Wind,F,826069,85.6,48.8,True,miss,regular,right-foot,high-right,0.15488295257092,39,,2299,7,401,43.2,80.6,,,,51.2,14.4,,,56.8,0,56.8,19.4,,
Rasmus Højlund,rasmus-hojlund,Rasmus Højlund,F,1086417,87.4,27.900000000000006,True,save,corner,left-foot,low-right,0.030601870268583,32,,1887,14,813,47.3,3.2,1.6,54.3,0.0,72.1,12.6,54.3,1.6,52.7,0,52.7,96.8,0.0978,
Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,192144,90.4,49.3,False,block,assisted,head,low-centre,0.063583984971046,29,,1693,17,1007,51.3,19.0,8.0,50.4,0.0,50.7,9.6,50.4,8.0,48.7,0,48.7,81.0,,
Christian Eriksen,christian-eriksen,C. Eriksen,M,105734,91.2,72.3,True,block,corner,right-foot,low-centre,0.017983751371503,22,,1299,24,1401,51.4,19.0,7.1,31.8,0.0,27.7,8.8,31.8,7.1,48.6,0,48.6,81.0,,
Christian Eriksen,christian-eriksen,C. Eriksen,M,105734,75.7,53.4,True,save,assisted,right-foot,low-left,0.035544525831938,21,,1250,25,1450,53.8,1.3,1.5,49.6,0.0,46.6,24.3,49.6,1.5,46.2,0,46.2,98.7,0.3253,
Alexander Bah,alexander-bah,A. Bah,D,850976,93.3,45.1,True,miss,assisted,head,right,0.29796701669693,16,,938,30,1762,39.2,26.4,,,,54.9,6.7,,,60.8,0,60.8,73.6,,
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,81.5,66.0,True,save,assisted,right-foot,high-left,0.037195481359959,90,2.0,5482,1,818,52.9,22.8,2.0,47.8,0.0,34.0,18.5,47.8,2.0,47.1,0,47.1,77.2,0.1532,
Youssouf Fofana,youssouf-fofana,Y. Fofana,M,945062,76.5,63.2,True,block,assisted,right-foot,low-left,0.025527218356729,87,,5212,4,188,52.3,19.0,14.1,41.2,0.0,36.8,23.5,41.2,14.1,47.7,0,47.7,81.0,,
Olivier Giroud,olivier-giroud,O. Giroud,F,39070,91.1,51.9,True,block,corner,head,low-centre,0.053762044757605,87,,5187,4,213,51.2,19.0,7.7,48.2,0.0,48.1,8.9,48.2,7.7,48.8,0,48.8,81.0,,
Olivier Giroud,olivier-giroud,O. Giroud,F,39070,88.1,47.0,True,block,assisted,right-foot,low-centre,0.10186844319105,85,,5085,6,315,49.9,19.0,9.9,52.5,0.0,53.0,11.9,52.5,9.9,50.1,0,50.1,81.0,,
Kacper Urbański,kacper-urbanski,K. Urbański,M,1012383,75.3,60.1,False,block,corner,right-foot,low-centre,0.0093381628394127,84,,5037,7,363,51.5,19.0,18.5,42.1,0.0,39.9,24.7,42.1,18.5,48.5,0,48.5,81.0,,
Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,41789,89.6,69.6,False,miss,assisted,left-foot,high-left,0.022698676213622,82,,4882,9,518,59.5,66.7,,,,30.4,10.4,,,40.5,0,40.5,33.3,,
Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,41789,88.5,50.0,False,goal,penalty,right-foot,low-left,0.7884,79,,4693,12,707,53.9,0.6,,,,50.0,11.5,,,46.1,0,46.1,99.4,0.995,penalty
Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,41789,74.7,59.3,False,miss,regular,right-foot,close-left,0.01795500703156,72,,4285,19,1115,57.1,16.7,,,,40.7,25.3,,,42.9,0,42.9,83.3,,
Antoine Griezmann,antoine-griezmann,A. Griezmann,F,85859,76.6,43.2,True,block,assisted,left-foot,low-centre,0.06422109156847,66,,3910,25,1490,51.1,19.0,18.2,55.1,0.0,56.8,23.4,55.1,18.2,48.9,0,48.9,81.0,,
Bradley Barcola,barcola-bradley,B. Barcola,F,996952,96.7,67.3,True,save,fast-break,left-foot,low-left,0.054546151310205,59,,3506,32,1894,53.3,11.4,0.7,45.1,0.0,32.7,3.3,45.1,0.7,46.7,0,46.7,88.6,0.1057,
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,88.5,50.0,True,goal,penalty,right-foot,low-right,0.7884,56,,3338,35,2062,46.1,7.0,,,,50.0,11.5,,,53.9,0,53.9,93.0,0.9919,penalty
Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,818244,86.2,25.799999999999997,True,block,assisted,left-foot,low-right,0.017265327274799,51,,3042,40,2358,45.6,19.0,12.4,72.2,0.0,74.2,13.8,72.2,12.4,54.4,0,54.4,81.0,,
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,81.1,69.7,True,miss,assisted,right-foot,close-right,0.026791304349899,49,,2935,42,2465,41.8,6.9,,,,30.3,18.9,,,58.2,0,58.2,93.1,,
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,84.8,69.6,True,save,corner,right-foot,low-right,0.033799160271883,49,,2908,42,2492,46.7,13.3,1.5,46.6,0.0,30.4,15.2,46.6,1.5,53.3,0,53.3,86.7,0.2369,
N'Golo Kanté,ngolo-kante,N. Kanté,M,234148,81.3,47.9,True,block,assisted,right-foot,low-right,0.045948762446642,48,,2870,43,2530,47.3,19.0,11.1,52.3,0.0,52.1,18.7,52.3,11.1,52.7,0,52.7,81.0,,
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,96.8,62.7,True,save,assisted,right-foot,low-left,0.2003601193428,45,,2665,1,35,52.5,1.9,1.8,42.1,0.0,37.3,3.2,42.1,1.8,47.5,0,47.5,98.1,0.4613,
Dayot Upamecano,dayot-upamecano,D. Upamecano,D,798583,92.9,51.3,True,miss,corner,head,high-left,0.10347491502762,42,,2495,4,205,60.0,79.2,,,,48.7,7.1,,,40.0,0,40.0,20.8,,
Kylian Mbappé,kylian-mbappe,K. Mbappé,F,826643,95.8,62.6,True,save,assisted,right-foot,low-centre,0.22363431751728,42,,2471,4,229,51.1,10.1,2.3,42.4,0.0,37.4,4.2,42.4,2.3,48.9,0,48.9,89.9,0.1904,
Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,41789,74.0,48.7,False,miss,assisted,left-foot,right,0.019610155373812,39,,2297,7,403,23.5,2.8,,,,51.3,26.0,,,76.5,0,76.5,97.2,,
William Saliba,william-saliba,W. Saliba,D,941168,87.0,50.9,True,miss,corner,right-foot,high,0.041758097708225,38,,2258,8,442,51.8,61.1,,,,49.1,13.0,,,48.2,0,48.2,38.9,,
Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,859025,80.5,48.9,True,block,assisted,right-foot,low-centre,0.03285750374198,38,,2225,8,475,50.9,19.0,17.6,50.9,0.0,51.1,19.5,50.9,17.6,49.1,0,49.1,81.0,,
Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,859025,71.5,60.5,True,block,assisted,right-foot,low-centre,0.014982561580837,36,,2158,10,542,49.9,19.0,19.2,43.0,0.0,39.5,28.5,43.0,19.2,50.1,0,50.1,81.0,,
Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,41789,90.6,45.0,False,miss,assisted,head,close-left,0.10547795891762,34,,1994,12,706,57.3,16.7,,,,55.0,9.4,,,42.7,0,42.7,83.3,,
Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,818244,92.7,37.4,True,save,fast-break,right-foot,low-right,0.29405790567398,19,,1120,27,1580,47.9,13.9,4.2,58.3,0.0,62.6,7.3,58.3,4.2,52.1,0,52.1,86.1,0.6011,
Jakub Moder,jakub-moder,J. Moder,M,886242,73.4,66.4,False,miss,assisted,right-foot,high-right,0.015240010805428,17,,1009,29,1691,39.8,90.3,,,,33.6,26.6,,,60.2,0,60.2,9.7,,
Kacper Urbański,kacper-urbanski,K. Urbański,M,1012383,87.2,53.8,False,save,corner,left-foot,high-left,0.12832795083523,15,,848,31,1852,52.1,24.1,0.59999999999999,48.0,0.0,46.2,12.8,48.0,0.59999999999999,47.9,0,47.9,75.9,0.1298,
Sebastian Szymański,sebastian-szymanski,S. Szymański,M,847983,86.4,70.7,False,block,assisted,left-foot,low-left,0.031375262886286,14,,812,32,1888,54.2,19.0,12.0,31.2,0.0,29.3,13.6,31.2,12.0,45.8,0,45.8,81.0,,
Theo Hernández,theo-hernandez,T. Hernández,D,788027,94.3,65.8,True,save,assisted,left-foot,low-left,0.16359184682369,11,,639,35,2061,54.2,3.2,1.2,44.9,0.0,34.2,5.7,44.9,1.2,45.8,0,45.8,96.8,0.6547,
Piotr Zieliński,piotr-zielinski,P. Zieliński,M,138605,76.2,50.5,False,save,assisted,right-foot,low-right,0.025805843994021,6,,344,40,2356,46.6,12.0,1.9,49.6,0.0,49.5,23.8,49.6,1.9,53.4,0,53.4,88.0,0.1568,
Mateo Kovačić,mateo-kovacic,M. Kovačić,M,136710,85.6,60.3,True,save,assisted,left-foot,high-centre,0.093903802335262,90,8.0,5878,1,422,48.8,20.3,2.9,47.1,0.0,39.7,14.4,47.1,2.9,51.2,0,51.2,79.7,0.0628,
Klaus Gjasula,klaus-gjasula,K. Gjasula,D,163673,80.2,50.7,False,block,assisted,right-foot,low-left,0.077796921133995,90,7.0,5794,1,506,52.9,19.0,11.6,48.4,0.0,49.3,19.8,48.4,11.6,47.1,0,47.1,81.0,,
Klaus Gjasula,klaus-gjasula,K. Gjasula,D,163673,88.5,50.0,False,goal,regular,left-foot,low-left,0.21742527186871,90,5.0,5663,1,637,52.9,4.4,,,,50.0,11.5,,,47.1,0,47.1,95.6,0.6508,regular
Mirlind Daku,mirlind-daku,M. Daku,F,970516,90.5,54.2,False,block,assisted,right-foot,low-centre,0.1141047924757,90,3.0,5549,1,751,48.6,19.0,6.0,47.8,0.0,45.8,9.5,47.8,6.0,51.4,0,51.4,81.0,,
Arber Hoxha,arber-hoxha,A. Hoxha,M,890663,78.2,44.0,False,save,assisted,right-foot,low-left,0.065928988158703,90,,5344,1,56,52.0,3.2,2.8,51.8,0.0,56.0,21.8,51.8,2.8,48.0,0,48.0,96.8,0.1063,
Martin Baturina,martin-baturina,M. Baturina,M,1090019,92.8,69.8,True,save,fast-break,right-foot,low-right,0.07366743683815,89,,5300,2,100,46.8,8.9,1.4,44.4,0.0,30.2,7.2,44.4,1.4,53.2,0,53.2,91.1,0.5016,
Luka Modrić,luka-modric,L. Modrić,M,15466,76.5,39.9,True,miss,assisted,right-foot,close-left,0.049103196710348,88,,5258,3,142,57.8,15.3,,,,60.1,23.5,,,42.2,0,42.2,84.7,,
Ante Budimir,ante-budimir,A. Budimir,F,37318,87.5,54.0,True,save,set-piece,left-foot,low-left,0.069601655006409,80,,4751,11,649,53.8,1.9,2.9,49.8,0.0,46.0,12.5,49.8,2.9,46.2,0,46.2,98.1,0.3436,
Luka Sučić,luka-sucic,L. Sučić,M,949156,91.7,50.9,True,save,assisted,left-foot,low-centre,0.51945060491562,76,,4544,15,856,50.9,19.0,5.3,49.1,0.0,49.1,8.3,49.1,5.3,49.1,0,49.1,81.0,,
Ante Budimir,ante-budimir,A. Budimir,F,37318,95.6,43.8,True,save,regular,left-foot,low-centre,0.14565892517567,75,,4490,16,910,48.9,1.3,3.6,55.1,0.0,56.2,4.4,55.1,3.6,51.1,0,51.1,98.7,0.6796,
