shot_id,player.name,player.slug,player.shortName,player.position,player.jerseyNumber,player.userCount,player.id,player.fieldTranslations.nameTranslation.ar,player.fieldTranslations.shortNameTranslation.ar,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,player.firstName,player.lastName,isHome,shotType,situation,bodyPart,goalMouthLocation,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.start.x,draw.start.y,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,xgot,goalType,shootoutOrder
314,Rodri,rodri,Rodri,M,16,45607,827606,رودري,رودري,31.2,47.4,0,,,True,miss,assisted,right-foot,left,0.01582982763648,3383034,27,,1580,19,1120,shot,0,59.7,5.6,,,,47.4,31.2,,,40.3,0,40.3,94.4,,,
315,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,5425,784655,فابيان رويز,ف. رويز,28.7,51.2,0,,,True,save,assisted,left-foot,high-right,0.022540286183357,3383033,25,,1466,21,1234,shot,0,47.9,36.1,0.7,50.0,0.0,51.2,28.7,50.0,0.7,52.1,0,52.1,63.9,0.233,,
316,Álvaro Morata,alvaro-morata,Á. Morata,F,19,23506,125407,"موراتا, ألفارو",أ. موراتا,3.6,62.5,0,,,True,save,assisted,right-foot,low-right,0.081188373267651,3383032,24,,1406,22,1294,shot,0,47.0,1.9,1.2,56.5,0.0,62.5,3.6,56.5,1.2,53.0,0,53.0,98.1,0.1545,,
317,Álvaro Morata,alvaro-morata,Á. Morata,F,19,23506,125407,"موراتا, ألفارو",أ. موراتا,19.0,36.4,0,,,True,block,assisted,right-foot,low-centre,0.027282703667879,3383030,15,,843,31,1857,shot,0,51.2,19.0,14.7,39.2,0.0,36.4,19.0,39.2,14.7,48.8,0,48.8,81.0,,,
318,Nico Williams,nico-williams,N. Williams,M,11,11115,1085400,ويليامز، نيكو,و. نيكو,6.5,54.3,0,,,True,miss,assisted,head,close-right,0.33742189407349,3383027,10,,584,36,2116,shot,0,42.7,20.8,,,,54.3,6.5,,,57.3,0,57.3,79.2,,,
319,Pedri,pedri,Pedri,M,8,101978,992587,بيدري,بيدري,7.4,48.9,0,,,True,save,assisted,head,high-centre,0.21306271851063,3383025,2,,86,44,2614,shot,0,50.9,34.2,0.59999999999999,49.8,0.0,48.9,7.4,49.8,0.59999999999999,49.1,0,49.1,65.8,0.5138,,
320,Armando Broja,armando-broja,A. Broja,F,9,8633,996985,أرماندو بروجا,أ. بروجا,9.1,50.7,0,,,True,save,set-piece,right-foot,low-left,0.11638605594635,3394178,90,2.0,5486,1,814,shot,0,52.9,19.6,1.8,49.5,0.0,50.7,9.1,49.5,1.8,47.1,0,47.1,80.4,0.262,,
321,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,1439,151003,بيرات دجيمسيتي,ب. دجيمسيتي,11.3,55.4,0,,,True,miss,set-piece,head,left,0.025032361969352,3394179,90,2.0,5482,1,818,shot,0,75.6,4.2,10.6,53.2,0.0,55.4,11.3,53.2,10.6,24.4,0,24.4,95.8,,,
322,Arber Hoxha,arber-hoxha,A. Hoxha,M,20,651,890663,,,8.8,33.3,0,,,True,miss,assisted,right-foot,high-right,0.041056238114834,3394152,83,,4977,8,423,shot,0,10.3,100.0,,,,33.3,8.8,,,89.7,0,89.7,0.0,,,
323,Álvaro Morata,alvaro-morata,Á. Morata,F,19,24178,125407,"موراتا, ألفارو",أ. موراتا,7.0,44.2,0,,,False,miss,corner,head,close-high,0.13151895999908,3394151,80,,4760,11,640,shot,0,52.8,50.0,,,,44.2,7.0,,,47.2,0,47.2,50.0,,,
324,Dani Olmo,dani-olmo,D. Olmo,M,7,11806,789071,"أولمو, داني",د. أولمو,12.0,30.1,0,,,False,block,assisted,right-foot,low-centre,0.059799712151289,3394150,79,,4717,12,683,shot,0,49.2,19.0,8.0,37.0,0.0,30.1,12.0,37.0,8.0,50.8,0,50.8,81.0,,,
325,Medon Berisha,medon-berisha,M. Berisha,F,18,345,1142149,بريشا ، ميدون,ب. ، ميدون,23.1,60.9,0,Medon,Berisha,True,block,assisted,right-foot,low-centre,0.029476571828127,3394149,78,,4675,13,725,shot,0,50.3,19.0,13.3,56.1,0.0,60.9,23.1,56.1,13.3,49.7,0,49.7,81.0,,,
326,Kristjan Asllani,kristjan-asllani,K. Asllani,M,21,2925,996820,كريستجان أسلاني,ك. أسلاني,19.7,30.5,0,,,True,miss,assisted,left-foot,close-right,0.045167703181505,3394147,77,,4604,14,796,shot,0,42.7,19.4,,,,30.5,19.7,,,57.3,0,57.3,80.6,,,
327,Fermín López,fermin-lopez,F. López,M,16,20397,1153270,فيرمين لوبيز,ف. لوبيز,22.4,62.7,0,Fermín López,,False,block,assisted,left-foot,low-centre,0.030181685462594,3394148,77,,4581,14,819,shot,0,51.2,19.0,19.7,61.0,0.0,62.7,22.4,61.0,19.7,48.8,0,48.8,81.0,,,
328,Fermín López,fermin-lopez,F. López,M,16,20397,1153270,فيرمين لوبيز,ف. لوبيز,24.4,76.7,0,Fermín López,,False,block,regular,right-foot,low-centre,0.0072526703588665,3394146,76,,4534,15,866,shot,0,50.7,19.0,11.2,61.9,0.0,76.7,24.4,61.9,11.2,49.3,0,49.3,81.0,,,
329,Jasir Asani,jasir-asani,J. Asani,M,44,769,355022,,,22.0,76.7,0,,,True,save,assisted,left-foot,low-right,0.0095389056950808,3394100,69,,4132,22,1268,shot,0,47.1,2.5,1.0,53.6,0.0,76.7,22.0,53.6,1.0,52.9,0,52.9,97.5,0.121,,
330,Kristjan Asllani,kristjan-asllani,K. Asllani,M,21,2925,996820,كريستجان أسلاني,ك. أسلاني,23.0,37.6,0,,,True,block,assisted,left-foot,low-centre,0.049639161676168,3394098,65,,3875,26,1525,shot,0,49.3,19.0,17.7,40.6,0.0,37.6,23.0,40.6,17.7,50.7,0,50.7,81.0,,,
331,Armando Broja,armando-broja,A. Broja,F,9,8633,996985,أرماندو بروجا,أ. بروجا,13.2,63.6,0,,,True,save,set-piece,right-foot,high-centre,0.10266532748938,3394097,64,,3827,27,1573,shot,0,49.7,26.6,1.6,52.2,0.0,63.6,13.2,52.2,1.6,50.3,0,50.3,73.4,0.0374,,
332,Dani Olmo,dani-olmo,D. Olmo,M,7,11806,789071,"أولمو, داني",د. أولمو,47.3,54.5,0,,,False,miss,fast-break,right-foot,close-right,0.026663463562727,3394088,50,,2975,41,2425,shot,0,42.4,4.2,,,,54.5,47.3,,,57.6,0,57.6,95.8,,,
333,Kristjan Asllani,kristjan-asllani,K. Asllani,M,21,2925,996820,كريستجان أسلاني,ك. أسلاني,21.7,43.7,0,,,True,block,assisted,right-foot,low-centre,0.04002283886075,3394087,50,,2958,41,2442,shot,0,50.3,19.0,19.2,44.4,0.0,43.7,21.7,44.4,19.2,49.7,0,49.7,81.0,,,
334,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,5482,823622,"أويارزابال, ميكيل",م. أويارزابال,9.5,52.8,0,,,False,save,assisted,left-foot,low-centre,0.19634707272053,3394086,48,,2846,43,2554,shot,0,50.0,3.2,8.1,52.3,0.0,52.8,9.5,52.3,8.1,50.0,0,50.0,96.8,0.0579,,
335,Joselu,joselu,Joselu,F,14,29975,69418,خوسيلو,خوسيلو,7.9,46.8,0,,,False,miss,assisted,left-foot,close-left,0.11084166169167,3394085,47,,2791,44,2609,shot,0,56.3,20.8,,,,46.8,7.9,,,43.7,0,43.7,79.2,,,
336,Joselu,joselu,Joselu,F,14,29975,69418,خوسيلو,خوسيلو,12.7,29.8,0,,,False,miss,assisted,right-foot,close-left,0.021823201328516,3394060,45,1.0,2722,1,2678,shot,0,58.2,5.6,,,,29.8,12.7,,,41.8,0,41.8,94.4,,,
337,Kristjan Asllani,kristjan-asllani,K. Asllani,M,21,2925,996820,كريستجان أسلاني,ك. أسلاني,23.7,47.2,0,,,True,save,regular,right-foot,low-right,0.032977409660816,3394059,45,,2679,1,21,shot,0,46.3,19.6,1.9,50.0,0.0,47.2,23.7,50.0,1.9,53.7,0,53.7,80.4,0.2986,,
338,Mikel Merino,mikel-merino,M. Merino,M,8,2768,592010,"ميرينو, ميكيل",م. ميرينو,10.4,45.4,0,,,False,miss,assisted,left-foot,high,0.3249683380127,3394058,44,,2616,2,84,shot,0,54.6,93.1,,,,45.4,10.4,,,45.4,0,45.4,6.9,,,
339,Ferran Torres,ferran-torres,F. Torres,F,7,36197,855833,"توريس, فيران",ف. توريس,10.1,64.6,0,,,False,miss,assisted,head,close-high,0.02150771394372,3394057,41,,2416,5,284,shot,0,53.1,55.6,,,,64.6,10.1,,,46.9,0,46.9,44.4,,,
340,Dani Olmo,dani-olmo,D. Olmo,M,7,11806,789071,"أولمو, داني",د. أولمو,8.7,54.8,0,,,False,block,assisted,right-foot,low-centre,0.15723007917404,3394053,36,,2133,10,567,shot,0,50.3,19.0,7.6,54.2,0.0,54.8,8.7,54.2,7.6,49.7,0,49.7,81.0,,,
341,Daniel Vivian,daniel-vivian,D. Vivian,D,3,1118,910978,"فيفيان, داني",د. فيفيان,10.4,50.2,0,,,False,miss,corner,head,close-right,0.044599302113056,3394031,26,,1524,20,1176,shot,0,41.3,8.3,4.5,54.7,0.0,50.2,10.4,54.7,4.5,58.7,0,58.7,91.7,,,
342,Dani Olmo,dani-olmo,D. Olmo,M,7,11806,789071,"أولمو, داني",د. أولمو,22.3,74.5,0,,,False,miss,assisted,right-foot,left,0.024503013119102,3393985,21,,1255,25,1445,shot,0,64.9,8.3,,,,74.5,22.3,,,35.1,0,35.1,91.7,,,
343,Ferran Torres,ferran-torres,F. Torres,F,7,36197,855833,"توريس, فيران",ف. توريس,12.2,67.2,0,,,False,goal,assisted,left-foot,low-left,0.1276504099369,3393983,13,,752,33,1948,shot,0,53.0,1.3,,,,67.2,12.2,,,47.0,0,47.0,98.7,0.8255,regular,
344,Joselu,joselu,Joselu,F,14,29975,69418,خوسيلو,خوسيلو,10.2,47.1,0,,,False,miss,assisted,head,high,0.042225696146488,3393982,12,,687,34,2013,shot,0,53.8,70.8,,,,47.1,10.2,,,46.2,0,46.2,29.2,,,
345,Mikel Merino,mikel-merino,M. Merino,M,8,2768,592010,"ميرينو, ميكيل",م. ميرينو,9.8,44.3,0,,,False,save,assisted,head,low-centre,0.041619479656219,3393981,12,,669,34,2031,shot,0,49.3,3.2,1.4,48.7,0.0,44.3,9.8,48.7,1.4,50.7,0,50.7,96.8,0.041,,
346,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,14,7704,132645,نيكلاس فولكورغ,ن. فولكورغ,7.1,54.0,0,,,False,goal,assisted,head,high-left,0.21388885378838,3391149,90,2.0,5465,1,835,shot,0,53.5,25.9,,,,54.0,7.1,,,46.5,0,46.5,74.1,0.8665,regular,
347,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,11927,117777,"شاكا, جرانيت",ج. شاكا,23.3,43.4,0,,,True,save,fast-break,left-foot,high-left,0.055727086961269,3391138,88,,5269,3,131,shot,0,54.3,24.1,1.4,49.5,0.0,43.4,23.3,49.5,1.4,45.7,0,45.7,75.9,0.4971,,
348,Kai Havertz,kai-havertz,K. Havertz,M,29,64873,836705,"هافرتز, كاي",ك. هافرتز,7.7,55.2,0,,,False,post,corner,other,high,0.10474389791489,3391134,85,,5075,6,325,shot,0,52.4,38.6,,,,55.2,7.7,,,47.6,0,47.6,61.4,,,
349,Leroy Sané,leroy-sane,L. Sané,M,10,33479,293519,"ساني, ليروي",ل. ساني,15.0,66.2,0,,,False,miss,set-piece,left-foot,left,0.033837456256151,3391127,82,,4872,9,528,shot,0,63.0,38.9,,,,66.2,15.0,,,37.0,0,37.0,61.1,,,
350,Kwadwo Duah,kwadwo-duah,K. Duah,F,9,947,827531,,,23.8,69.9,0,,,True,save,assisted,right-foot,low-right,0.01061066519469,3391111,74,,4389,17,1011,shot,0,47.4,3.2,2.7,53.8,0.0,69.9,23.8,53.8,2.7,52.6,0,52.6,96.8,0.1123,,
351,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,29079,259117,"كيميش, جوشوا",ج. كيميش,4.5,57.3,0,,,False,block,assisted,left-foot,low-centre,0.16629184782505,3391099,70,,4186,21,1214,shot,0,48.6,19.0,3.1,55.4,0.0,57.3,4.5,55.4,3.1,51.4,0,51.4,81.0,,,
352,Kai Havertz,kai-havertz,K. Havertz,M,29,64873,836705,"هافرتز, كاي",ك. هافرتز,4.9,54.2,0,,,False,miss,set-piece,head,high,0.24263156950474,3390671,68,,4022,23,1378,shot,0,50.1,63.9,,,,54.2,4.9,,,49.9,0,49.9,36.1,,,
353,Kai Havertz,kai-havertz,K. Havertz,M,29,64873,836705,"هافرتز, كاي",ك. هافرتز,9.4,47.8,0,,,False,miss,corner,head,high,0.045870635658503,3390633,64,,3824,27,1576,shot,0,51.1,80.6,,,,47.8,9.4,,,48.9,0,48.9,19.4,,,
354,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,22,59273,45853,"جوندوجان, الكاي",ا. جوندوجان,9.9,53.9,0,,,False,block,assisted,head,low-centre,0.051678817719221,3390632,64,,3810,27,1590,shot,0,51.5,19.0,8.4,53.1,0.0,53.9,9.9,53.1,8.4,48.5,0,48.5,81.0,,,
355,David Raum,david-raum,D. Raum,D,22,1931,856076,"راوم, ديفيد",د. راوم,23.2,28.6,0,,,False,miss,assisted,left-foot,close-high,0.025896862149239,3390629,63,,3760,28,1640,shot,0,51.6,58.3,,,,28.6,23.2,,,48.4,0,48.4,41.7,,,
356,Toni Kroos,toni-kroos,T. Kroos,M,8,125259,26502,"كروس, طوني",ط. كروس,24.6,49.5,0,,,False,miss,assisted,right-foot,left,0.033967386931181,3390583,55,,3245,36,2155,shot,0,59.3,19.4,,,,49.5,24.6,,,40.7,0,40.7,80.6,,,
357,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,22,59273,45853,"جوندوجان, الكاي",ا. جوندوجان,15.1,51.5,0,,,False,miss,regular,left-foot,left,0.14519809186459,3390574,50,,2994,41,2406,shot,0,62.0,16.7,,,,51.5,15.1,,,38.0,0,38.0,83.3,,,
358,Jamal Musiala,jamal-musiala,J. Musiala,M,42,44733,1010231,موسيالا، جمال,م. جمال,18.4,63.6,0,,,False,save,assisted,right-foot,low-centre,0.065933331847191,3390573,50,,2992,41,2408,shot,0,51.7,11.4,3.7,51.8,0.0,63.6,18.4,51.8,3.7,48.3,0,48.3,88.6,0.0707,,
359,Robert Andrich,robert-andrich,R. Andrich,M,8,2205,168903,روبرت اندريش,ر. اندريش,23.5,47.7,0,,,False,miss,assisted,right-foot,high-right,0.026923717930913,3390445,43,,2556,3,144,shot,0,39.3,48.6,,,,47.7,23.5,,,60.7,0,60.7,51.4,,,
360,Kai Havertz,kai-havertz,K. Havertz,M,29,64873,836705,"هافرتز, كاي",ك. هافرتز,11.0,64.9,0,,,False,miss,assisted,left-foot,high-left,0.096754729747772,3390444,42,,2483,4,217,shot,0,63.7,75.0,,,,64.9,11.0,,,36.3,0,36.3,25.0,,,
361,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,52490,142622,"روديغر, أنطونيو",أ. روديغر,5.1,56.6,0,,,False,miss,corner,head,close-right,0.12467279285192,3390442,41,,2438,5,262,shot,0,42.0,30.6,,,,56.6,5.1,,,58.0,0,58.0,69.4,,,
362,Robert Andrich,robert-andrich,R. Andrich,M,8,2205,168903,روبرت اندريش,ر. اندريش,27.7,37.5,0,,,False,block,assisted,right-foot,high-centre,0.016434736549854,3390377,33,,1951,13,749,shot,0,48.9,22.2,23.4,39.3,0.0,37.5,27.7,39.3,23.4,51.1,0,51.1,77.8,,,
363,Dan Ndoye,dan-ndoye,D. Ndoye,M,11,1366,944327,دان ندوي,د. ندوي,18.3,30.6,0,,,True,miss,assisted,left-foot,close-right,0.054637834429741,3390373,31,,1800,15,900,shot,0,41.0,5.6,,,,30.6,18.3,,,59.0,0,59.0,94.4,,,
364,Dan Ndoye,dan-ndoye,D. Ndoye,M,11,1366,944327,دان ندوي,د. ندوي,4.6,47.0,0,,,True,goal,assisted,right-foot,high-left,0.48375400900841,3390371,28,,1672,18,1028,shot,0,52.9,29.7,,,,47.0,4.6,,,47.1,0,47.1,70.3,0.9748,regular,
365,Kai Havertz,kai-havertz,K. Havertz,M,29,64873,836705,"هافرتز, كاي",ك. هافرتز,11.1,42.3,0,,,False,block,assisted,left-foot,low-centre,0.072865471243858,3390264,12,,695,34,2005,shot,0,49.4,4.2,10.1,43.7,0.0,42.3,11.1,43.7,10.1,50.6,0,50.6,95.8,,,
366,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,22,59273,45853,"جوندوجان, الكاي",ا. جوندوجان,21.9,46.6,0,,,False,block,assisted,right-foot,low-centre,0.062234453856945,3390261,11,,649,35,2051,shot,0,49.1,15.3,15.3,47.1,0.0,46.6,21.9,47.1,15.3,50.9,0,50.9,84.7,,,
367,Kai Havertz,kai-havertz,K. Havertz,M,29,64873,836705,"هافرتز, كاي",ك. هافرتز,6.7,58.9,0,,,False,save,corner,head,high-centre,0.038757231086493,3390250,3,,138,43,2562,shot,0,48.4,20.9,1.4,52.0,0.0,58.9,6.7,52.0,1.4,51.6,0,51.6,79.1,0.0636,,
368,Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,22,13444,331447,سيرج ميلينكوفيتش-سافيك,س. ميلينكوفيتش-سافيك,17.6,52.1,0,,,False,save,assisted,right-foot,low-centre,0.10261054337025,3397556,90,2.0,5514,1,786,shot,0,48.2,5.7,1.4,50.0,0.0,52.1,17.6,50.0,1.4,51.8,0,51.8,94.3,0.0786,,
369,Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,9,41202,832208,دوسان فلاهوفيتش,د. فلاهوفيتش,13.8,57.5,0,,,False,miss,assisted,head,close-high,0.031365938484669,3397554,89,,5326,2,74,shot,0,51.4,55.6,,,,57.5,13.8,,,48.6,0,48.6,44.4,,,
370,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,26133,192144,الكسندر ميتروفيتش,ا. ميتروفيتش,8.7,41.9,0,,,False,miss,regular,head,right,0.042409393936396,3397553,83,,4949,8,451,shot,0,40.5,16.7,3.2,54.2,0.0,41.9,8.7,54.2,3.2,59.5,0,59.5,83.3,,,
371,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,26133,192144,الكسندر ميتروفيتش,ا. ميتروفيتش,10.4,30.5,0,,,False,miss,regular,right-foot,right,0.047099355608225,3397534,81,,4823,10,577,shot,0,40.2,2.8,,,,30.5,10.4,,,59.8,0,59.8,97.2,,,
372,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,2271,859917,مورتن ديو هيولماند,م. د. هيولماند,28.5,33.7,0,,,True,miss,assisted,right-foot,high-right,0.013765509240329,3397473,67,,3993,24,1407,shot,0,43.5,97.2,,,,33.7,28.5,,,56.5,0,56.5,2.8,,,
373,Jannik Vestergaard,jannik-vestergaard,J. Vestergaard,D,23,1321,120538,"فيسترجارد, يانيك",ي. فيسترجارد,10.0,46.1,0,,,True,save,corner,head,low-centre,0.046189773827791,3397472,65,,3840,26,1560,shot,0,50.7,12.0,1.1,48.6,0.0,46.1,10.0,48.6,1.1,49.3,0,49.3,88.0,0.0212,,
374,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,2271,859917,مورتن ديو هيولماند,م. د. هيولماند,25.1,57.2,0,,,True,miss,assisted,right-foot,high,0.031876817345619,3397437,62,,3665,29,1735,shot,0,48.7,68.1,,,,57.2,25.1,,,51.3,0,51.3,31.9,,,
375,Andreas Christensen,andreas-christensen,A. Christensen,D,15,21950,186795,"كريستنسن, أندرياس",أ. كريستنسن,26.8,44.8,0,,,True,miss,assisted,right-foot,high,0.012210611253977,3397436,60,,3567,31,1833,shot,0,48.4,79.2,,,,44.8,26.8,,,51.6,0,51.6,20.8,,,
376,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,2850,888537,أندرياس أولسن,أ. أولسن,12.1,72.6,0,,,True,block,assisted,left-foot,low-left,0.030627805739641,3397434,51,,3015,40,2385,shot,0,53.9,19.0,9.9,67.9,0.0,72.6,12.1,67.9,9.9,46.1,0,46.1,81.0,,,
377,Jonas Wind,jonas-wind,J. Wind,F,23,3425,826069,ويند، جوناس,و. جوناس,14.4,51.2,0,,,True,miss,regular,right-foot,high-right,0.15488295257092,3397330,39,,2299,7,401,shot,0,43.2,80.6,,,,51.2,14.4,,,56.8,0,56.8,19.4,,,
378,Rasmus Højlund,rasmus-hojlund,Rasmus Højlund,F,11,48686,1086417,راسموس هويلوند,ر. هويلوند,12.6,72.1,0,,,True,save,corner,left-foot,low-right,0.030601870268583,3397327,32,,1887,14,813,shot,0,47.3,3.2,1.6,54.3,0.0,72.1,12.6,54.3,1.6,52.7,0,52.7,96.8,0.0978,,
379,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,26133,192144,الكسندر ميتروفيتش,ا. ميتروفيتش,9.6,50.7,0,,,False,block,assisted,head,low-centre,0.063583984971046,3397324,29,,1693,17,1007,shot,0,51.3,19.0,8.0,50.4,0.0,50.7,9.6,50.4,8.0,48.7,0,48.7,81.0,,,
380,Christian Eriksen,christian-eriksen,C. Eriksen,M,14,24936,105734,"اريكسن, كريستيان",ك. اريكسن,8.8,27.7,0,,,True,block,corner,right-foot,low-centre,0.017983751371503,3397322,22,,1299,24,1401,shot,0,51.4,19.0,7.1,31.8,0.0,27.7,8.8,31.8,7.1,48.6,0,48.6,81.0,,,
381,Christian Eriksen,christian-eriksen,C. Eriksen,M,14,24936,105734,"اريكسن, كريستيان",ك. اريكسن,24.3,46.6,0,,,True,save,assisted,right-foot,low-left,0.035544525831938,3397321,21,,1250,25,1450,shot,0,53.8,1.3,1.5,49.6,0.0,46.6,24.3,49.6,1.5,46.2,0,46.2,98.7,0.3253,,
382,Alexander Bah,alexander-bah,A. Bah,D,6,1911,850976,الكسندر باه,ا. باه,6.7,54.9,0,,,True,miss,assisted,head,right,0.29796701669693,3397319,16,,938,30,1762,shot,0,39.2,26.4,,,,54.9,6.7,,,60.8,0,60.8,73.6,,,
383,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,7,480512,826643,كيليان مباب,ك. مباب,18.5,34.0,0,,,True,save,assisted,right-foot,high-left,0.037195481359959,3397314,90,2.0,5482,1,818,shot,0,52.9,22.8,2.0,47.8,0.0,34.0,18.5,47.8,2.0,47.1,0,47.1,77.2,0.1532,,
384,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,3063,945062,يوسف فوفانا,ي. فوفانا,23.5,36.8,0,,,True,block,assisted,right-foot,low-left,0.025527218356729,3397313,87,,5212,4,188,shot,0,52.3,19.0,14.1,41.2,0.0,36.8,23.5,41.2,14.1,47.7,0,47.7,81.0,,,
385,Olivier Giroud,olivier-giroud,O. Giroud,F,9,31028,39070,"جيرو, أوليفييه",أ. جيرو,8.9,48.1,0,,,True,block,corner,head,low-centre,0.053762044757605,3397312,87,,5187,4,213,shot,0,51.2,19.0,7.7,48.2,0.0,48.1,8.9,48.2,7.7,48.8,0,48.8,81.0,,,
386,Olivier Giroud,olivier-giroud,O. Giroud,F,9,31028,39070,"جيرو, أوليفييه",أ. جيرو,11.9,53.0,0,,,True,block,assisted,right-foot,low-centre,0.10186844319105,3397311,85,,5085,6,315,shot,0,49.9,19.0,9.9,52.5,0.0,53.0,11.9,52.5,9.9,50.1,0,50.1,81.0,,,
387,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,2345,1012383,أوربانسكي ، كاسبر,أ. ، كاسبر,24.7,39.9,0,,,False,block,corner,right-foot,low-centre,0.0093381628394127,3397309,84,,5037,7,363,shot,0,51.5,19.0,18.5,42.1,0.0,39.9,24.7,42.1,18.5,48.5,0,48.5,81.0,,,
388,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,268936,41789,روبرت ليفاندوفسكي,ر. ليفاندوفسكي,10.4,30.4,0,,,False,miss,assisted,left-foot,high-left,0.022698676213622,3397308,82,,4882,9,518,shot,0,59.5,66.7,,,,30.4,10.4,,,40.5,0,40.5,33.3,,,
389,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,268936,41789,روبرت ليفاندوفسكي,ر. ليفاندوفسكي,11.5,50.0,0,,,False,goal,penalty,right-foot,low-left,0.7884,3397241,79,,4693,12,707,shot,0,53.9,0.6,,,,50.0,11.5,,,46.1,0,46.1,99.4,0.995,penalty,
390,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,268936,41789,روبرت ليفاندوفسكي,ر. ليفاندوفسكي,25.3,40.7,0,,,False,miss,regular,right-foot,close-left,0.01795500703156,3397237,72,,4285,19,1115,shot,0,57.1,16.7,,,,40.7,25.3,,,42.9,0,42.9,83.3,,,
391,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,106190,85859,"غريزمان, انطوان",ا. غريزمان,23.4,56.8,0,,,True,block,assisted,left-foot,low-centre,0.06422109156847,3397235,66,,3910,25,1490,shot,0,51.1,19.0,18.2,55.1,0.0,56.8,23.4,55.1,18.2,48.9,0,48.9,81.0,,,
392,Bradley Barcola,barcola-bradley,B. Barcola,F,29,6811,996952,باركولا ، برادلي,ب. ، برادلي,3.3,32.7,0,,,True,save,fast-break,left-foot,low-left,0.054546151310205,3397206,59,,3506,32,1894,shot,0,53.3,11.4,0.7,45.1,0.0,32.7,3.3,45.1,0.7,46.7,0,46.7,88.6,0.1057,,
393,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,7,480512,826643,كيليان مباب,ك. مباب,11.5,50.0,0,,,True,goal,penalty,right-foot,low-right,0.7884,3397204,56,,3338,35,2062,shot,0,46.1,7.0,,,,50.0,11.5,,,53.9,0,53.9,93.0,0.9919,penalty,
394,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,104604,818244,"ديمبيلي, عثمان",ع. ديمبيلي,13.8,74.2,0,,,True,block,assisted,left-foot,low-right,0.017265327274799,3397201,51,,3042,40,2358,shot,0,45.6,19.0,12.4,72.2,0.0,74.2,13.8,72.2,12.4,54.4,0,54.4,81.0,,,
395,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,7,480512,826643,كيليان مباب,ك. مباب,18.9,30.3,0,,,True,miss,assisted,right-foot,close-right,0.026791304349899,3397199,49,,2935,42,2465,shot,0,41.8,6.9,,,,30.3,18.9,,,58.2,0,58.2,93.1,,,
396,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,7,480512,826643,كيليان مباب,ك. مباب,15.2,30.4,0,,,True,save,corner,right-foot,low-right,0.033799160271883,3397200,49,,2908,42,2492,shot,0,46.7,13.3,1.5,46.6,0.0,30.4,15.2,46.6,1.5,53.3,0,53.3,86.7,0.2369,,
397,N'Golo Kanté,ngolo-kante,N. Kanté,M,7,52411,234148,"كانتي, نغولو",ن. كانتي,18.7,52.1,0,,,True,block,assisted,right-foot,low-right,0.045948762446642,3397198,48,,2870,43,2530,shot,0,47.3,19.0,11.1,52.3,0.0,52.1,18.7,52.3,11.1,52.7,0,52.7,81.0,,,
398,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,7,480512,826643,كيليان مباب,ك. مباب,3.2,37.3,0,,,True,save,assisted,right-foot,low-left,0.2003601193428,3396812,45,,2665,1,35,shot,0,52.5,1.9,1.8,42.1,0.0,37.3,3.2,42.1,1.8,47.5,0,47.5,98.1,0.4613,,
