shot_id,player.name,player.slug,player.shortName,player.position,player.jerseyNumber,player.userCount,player.id,player.fieldTranslations.nameTranslation.ar,player.fieldTranslations.shortNameTranslation.ar,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,player.firstName,player.lastName,isHome,shotType,situation,bodyPart,goalMouthLocation,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.start.x,draw.start.y,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,xgot,goalType,shootoutOrder
634,Ivan Toney,ivan-toney,I. Toney,F,17,11539,290927,إيفان توني,إ. توني,11.5,50.0,0,,,True,goal,shootout,right-foot,low-left,0.7884,3422149,126,,7529,10,571,shot,0,53.2,5.1,,,,50.0,11.5,,,46.8,0,46.8,94.9,0.9882,penalty,4.0
635,Xherdan Shaqiri,xherdan-shaqiri,X. Shaqiri,M,10,6528,65953,"شاكيري, شيردان",ش. شاكيري,11.5,50.0,0,,,False,goal,shootout,left-foot,low-right,0.7884,3422147,125,,7477,11,623,shot,0,46.4,15.2,,,,50.0,11.5,,,53.6,0,53.6,84.8,0.9881,penalty,3.0
636,Bukayo Saka,bukayo-saka,B. Saka,F,7,104718,934235,"ساكا, بوكايو",ب. ساكا,11.5,50.0,0,,,True,goal,shootout,left-foot,low-right,0.7884,3422146,124,,7432,12,668,shot,0,45.4,1.3,,,,50.0,11.5,,,54.6,0,54.6,98.7,0.9971,penalty,3.0
637,Fabian Schär,fabian-schar,F. Schär,D,5,2869,101882,"شار, فابيان",ف. شار,11.5,50.0,0,,,False,goal,shootout,right-foot,low-right,0.7884,3422143,123,,7371,13,729,shot,0,47.3,5.7,,,,50.0,11.5,,,52.7,0,52.7,94.3,0.9809,penalty,2.0
638,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,341081,991011,بيلينغهام، جود,ب. جود,11.5,50.0,0,,,True,goal,shootout,right-foot,low-right,0.7884,3422142,122,,7318,14,782,shot,0,46.8,0.6,,,,50.0,11.5,,,53.2,0,53.2,99.4,0.9912,penalty,2.0
639,Manuel Akanji,manuel-akanji,M. Akanji,D,25,13912,383560,"أكانجي, مانويل",م. أكانجي,11.5,50.0,0,,,False,save,shootout,right-foot,low-centre,0.7884,3422141,122,,7261,14,839,shot,0,48.2,0.6,0.7,50.0,0.0,50.0,11.5,50.0,0.7,51.8,0,51.8,99.4,0.9713,,1.0
640,Cole Palmer,cole-palmer,C. Palmer,M,20,80739,982780,كول بالمر,ك. بالمر,11.5,50.0,0,,,True,goal,shootout,left-foot,low-left,0.7884,3422140,121,,7200,15,0,shot,0,53.2,17.1,,,,50.0,11.5,,,46.8,0,46.8,82.9,0.9857,penalty,1.0
641,Silvan Widmer,silvan-widmer,S. Widmer,M,30,625,157377,سيلڢان ڢيدمر,س. ڢيدمر,7.3,56.6,0,,,False,miss,regular,right-foot,high,0.21255005896091,3422138,119,,7130,2,70,shot,0,44.7,86.1,,,,56.6,7.3,,,55.3,0,55.3,13.9,,,
642,Zeki Amdouni,zeki-amdouni,Z. Amdouni,F,25,2238,990550,زكي أمدوني,ز. أمدوني,15.8,30.8,0,,,False,save,assisted,left-foot,high-left,0.034219179302454,3422137,119,,7119,2,81,shot,0,53.2,20.3,1.5,47.3,0.0,30.8,15.8,47.3,1.5,46.8,0,46.8,79.7,0.1589,,
643,Fabian Schär,fabian-schar,F. Schär,D,5,2869,101882,"شار, فابيان",ف. شار,12.2,74.6,0,,,False,miss,assisted,right-foot,high,0.038824990391731,3422105,113,,6773,8,427,shot,0,50.6,87.5,,,,74.6,12.2,,,49.4,0,49.4,12.5,,,
644,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,341081,991011,بيلينغهام، جود,ب. جود,15.6,54.6,0,,,True,save,regular,left-foot,high-left,0.047955274581909,3422076,102,,6065,4,235,shot,0,53.9,21.5,1.8,49.8,0.0,54.6,15.6,49.8,1.8,46.1,0,46.1,78.5,0.433,,
645,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,341081,991011,بيلينغهام، جود,ب. جود,14.5,55.8,0,,,True,block,regular,right-foot,low-centre,0.05561188980937,3422077,102,,6064,4,236,shot,0,50.2,19.0,12.3,54.9,0.0,55.8,14.5,54.9,12.3,49.8,0,49.8,81.0,,,
646,Phil Foden,phil-foden,P. Foden,M,47,133619,859765,"فودن, فيليب",ف. فودن,27.1,57.9,0,,,True,block,assisted,left-foot,low-centre,0.026600014418364,3422075,101,,6048,5,252,shot,0,51.8,19.0,14.1,53.2,0.0,57.9,27.1,53.2,14.1,48.2,0,48.2,81.0,,,
647,Declan Rice,declan-rice,D. Rice,M,41,27731,856714,"رايس, ديكلان",د. رايس,25.4,41.3,0,,,True,save,regular,right-foot,low-right,0.023262117058039,3422074,95,,5668,11,632,shot,0,45.9,10.1,1.2,49.6,0.0,41.3,25.4,49.6,1.2,54.1,0,54.1,89.9,0.3067,,
648,Steven Zuber,steven-zuber,S. Zuber,F,10,1154,37752,ستيفن زوبر,س. زوبر,10.4,38.7,0,,,False,miss,assisted,right-foot,high-right,0.13599579036236,3422067,90,3.0,5524,1,776,shot,0,40.7,90.3,,,,38.7,10.4,,,59.3,0,59.3,9.7,,,
649,Dan Ndoye,dan-ndoye,D. Ndoye,M,11,1797,944327,دان ندوي,د. ندوي,17.3,27.2,0,,,False,miss,fast-break,right-foot,high-right,0.018759503960609,3422065,90,,5374,1,26,shot,0,41.3,90.3,,,,27.2,17.3,,,58.7,0,58.7,9.7,,,
650,Eberechi Eze,eberechi-eze,E. Eze,M,10,7811,864921,إبيريشي إيز,إ. إيز,10.4,28.6,0,,,True,miss,assisted,right-foot,left,0.053445652127266,3422062,88,,5273,3,127,shot,0,59.8,5.6,,,,28.6,10.4,,,40.2,0,40.2,94.4,,,
651,Harry Kane,harry-kane,H. Kane,F,9,177597,108579,"كين, هاري",ه. كين,11.7,52.3,0,,,True,block,assisted,right-foot,low-centre,0.10055843740702,3422056,83,,4962,8,438,shot,0,49.9,19.0,9.4,51.6,0.0,52.3,11.7,51.6,9.4,50.1,0,50.1,81.0,,,
652,Bukayo Saka,bukayo-saka,B. Saka,F,7,104718,934235,"ساكا, بوكايو",ب. ساكا,18.8,70.6,0,,,True,goal,assisted,left-foot,low-left,0.02388658374548,3422054,80,,4786,11,614,shot,0,54.7,10.8,,,,70.6,18.8,,,45.3,0,45.3,89.2,0.5346,regular,
653,Breel Embolo,breel-embolo,B. Embolo,F,36,3879,352296,"إمبولو, بريل",ب. إمبولو,2.6,47.8,0,,,False,goal,regular,right-foot,low-left,0.70410615205765,3422029,75,,4454,16,946,shot,0,53.3,3.2,,,,47.8,2.6,,,46.7,0,46.7,96.8,0.9879,regular,
654,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,1176,850891,"أيبشير, مايكل",م. أيبشير,15.5,46.8,0,,,False,miss,regular,right-foot,high-left,0.052513051778078,3422022,66,,3945,25,1455,shot,0,56.0,75.0,,,,46.8,15.5,,,44.0,0,44.0,25.0,,,
655,Breel Embolo,breel-embolo,B. Embolo,F,36,3879,352296,"إمبولو, بريل",ب. إمبولو,6.9,54.8,0,,,False,block,assisted,head,low-centre,0.10386030375957,3422020,57,,3363,34,2037,shot,0,49.0,19.0,5.4,54.0,0.0,54.8,6.9,54.0,5.4,51.0,0,51.0,81.0,,,
656,Breel Embolo,breel-embolo,B. Embolo,F,36,3879,352296,"إمبولو, بريل",ب. إمبولو,8.3,39.1,0,,,False,save,assisted,right-foot,low-centre,0.089784778654575,3422017,51,,3041,40,2359,shot,0,51.3,0.6,1.6,46.2,0.0,39.1,8.3,46.2,1.6,48.7,0,48.7,99.4,0.0798,,
657,Bukayo Saka,bukayo-saka,B. Saka,F,7,104718,934235,"ساكا, بوكايو",ب. ساكا,9.6,68.9,0,,,True,block,regular,left-foot,low-right,0.029188985005021,3422015,47,,2792,44,2608,shot,0,47.4,19.0,8.3,66.6,0.0,68.9,9.6,66.6,8.3,52.6,0,52.6,81.0,,,
658,Kobbie Mainoo,kobbie-mainoo,K. Mainoo,M,37,29084,1142175,كوبي ماينو,ك. ماينو,6.1,60.1,0,Kobbie,Mainoo,True,block,assisted,right-foot,low-right,0.099878571927547,3422011,45,,2647,1,53,shot,0,46.1,19.0,5.4,59.4,0.0,60.1,6.1,59.4,5.4,53.9,0,53.9,81.0,,,
659,Bukayo Saka,bukayo-saka,B. Saka,F,7,104718,934235,"ساكا, بوكايو",ب. ساكا,22.5,64.4,0,,,True,block,assisted,left-foot,low-left,0.01505428366363,3422010,43,,2539,3,161,shot,0,53.5,19.0,12.7,56.5,0.0,64.4,22.5,56.5,12.7,46.5,0,46.5,81.0,,,
660,Breel Embolo,breel-embolo,B. Embolo,F,36,3879,352296,"إمبولو, بريل",ب. إمبولو,14.7,47.3,0,,,False,block,assisted,left-foot,low-centre,0.066911771893501,3421995,25,,1447,21,1253,shot,0,48.3,19.0,12.9,47.8,0.0,47.3,14.7,47.8,12.9,51.7,0,51.7,81.0,,,
661,Harry Kane,harry-kane,H. Kane,F,9,177597,108579,"كين, هاري",ه. كين,10.8,38.3,0,,,True,miss,corner,head,right,0.014899699017406,3421951,22,,1264,24,1436,shot,0,28.1,19.4,,,,38.3,10.8,,,71.9,0,71.9,80.6,,,
662,Kobbie Mainoo,kobbie-mainoo,K. Mainoo,M,37,29084,1142175,كوبي ماينو,ك. ماينو,20.7,51.1,0,Kobbie,Mainoo,True,block,assisted,right-foot,low-centre,0.070598945021629,3421947,16,,918,30,1782,shot,0,48.4,19.0,13.7,51.3,0.0,51.1,20.7,51.3,13.7,51.6,0,51.6,81.0,,,
663,Declan Rice,declan-rice,D. Rice,M,41,27731,856714,"رايس, ديكلان",د. رايس,21.2,48.3,0,,,True,block,assisted,right-foot,low-centre,0.054858196526766,3421944,14,,787,32,1913,shot,0,51.0,19.0,7.3,48.7,0.0,48.3,21.2,48.7,7.3,49.0,0,49.0,81.0,,,
664,Breel Embolo,breel-embolo,B. Embolo,F,36,3879,352296,"إمبولو, بريل",ب. إمبولو,5.1,74.0,0,,,False,miss,regular,right-foot,right,0.01022070646286,3421946,10,,598,36,2102,shot,0,32.4,4.2,,,,74.0,5.1,,,67.6,0,67.6,95.8,,,
665,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,17792,135700,هالكانوجلو هاكان,ه. هاكان,17.5,32.9,0,,,False,block,assisted,left-foot,low-centre,0.037241786718369,3422432,90,3.0,5562,1,738,shot,0,51.0,19.0,15.0,35.2,0.0,32.9,17.5,35.2,15.0,49.0,0,49.0,81.0,,,
666,Semih Kılıçsoy,semih-kilicsoy,S. Kilicsoy,F,90,5103,1142606,,,7.4,51.5,0,,,False,save,assisted,left-foot,low-centre,0.20520804822445,3422431,90,2.0,5460,1,840,shot,0,51.6,10.8,1.1,50.7,0.0,51.5,7.4,50.7,1.1,48.4,0,48.4,89.2,0.0821,,
667,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,M,7,7061,903324,محمد كريم أكتورك أوغلو,م. ك. أ. أوغلو,4.6,37.4,0,,,False,miss,set-piece,head,close-left,0.028345359489322,3422426,90,,5389,1,11,shot,0,58.0,13.9,,,,37.4,4.6,,,42.0,0,42.0,86.1,,,
668,Cody Gakpo,cody-gakpo,C. Gakpo,F,18,39164,862967,كودي جاكبو,ك. جاكبو,10.5,33.0,0,,,True,save,assisted,left-foot,low-centre,0.050499022006989,3422425,89,,5328,2,72,shot,0,51.6,1.3,4.6,42.6,0.0,33.0,10.5,42.6,4.6,48.4,0,48.4,98.7,0.0713,,
669,Cenk Tosun,cenk-tosun,C. Tosun,F,,2827,72127,"توسن, سنك",س. توسن,8.9,45.9,0,,,False,miss,throw-in-set-piece,head,close-high-left,0.067058265209198,3422422,88,,5279,3,121,shot,0,57.5,52.8,,,,45.9,8.9,,,42.5,0,42.5,47.2,,,
670,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,M,7,7061,903324,محمد كريم أكتورك أوغلو,م. ك. أ. أوغلو,9.0,35.9,0,,,False,block,regular,right-foot,low-centre,0.10144618153572,3422418,85,,5077,6,323,shot,0,51.3,19.0,6.7,39.2,0.0,35.9,9.0,39.2,6.7,48.7,0,48.7,81.0,,,
671,Zeki Çelik,zeki-celik,Z. Çelik,D,19,2147,893008,زكي جليك,ز. جليك,9.2,62.9,0,,,False,save,regular,right-foot,low-centre,0.20231215655804,3422419,85,,5068,6,332,shot,0,48.4,19.0,2.9,55.2,0.0,62.9,9.2,55.2,2.9,51.6,0,51.6,81.0,,,
672,Cenk Tosun,cenk-tosun,C. Tosun,F,,2827,72127,"توسن, سنك",س. توسن,10.7,55.0,0,,,False,miss,assisted,head,high-right,0.035589452832937,3422417,84,,5003,7,397,shot,0,41.0,77.8,,,,55.0,10.7,,,59.0,0,59.0,22.2,,,
673,Mert Müldür,mert-muldur,M. Müldür,D,16,1619,836683,ميرت مولدر,م. مولدر,6.9,41.5,0,,,True,goal,regular,left-foot,low-centre,,3422407,76,,4527,15,873,shot,0,48.8,1.9,,,,41.5,6.9,,,51.2,0,51.2,98.1,,own,
674,Joey Veerman,joey-veerman,J. Veerman,M,23,3553,850816,جوي فيرمان,ج. فيرمان,23.8,31.1,0,,,True,block,corner,right-foot,low-centre,0.022500399500132,3422406,75,,4480,16,920,shot,0,50.6,19.0,18.2,35.4,0.0,31.1,23.8,35.4,18.2,49.4,0,49.4,81.0,,,
675,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,4800,91046,ستيفان دو فري,س. د. فري,9.8,51.8,0,,,True,goal,corner,head,low-centre,0.069732375442982,3422402,70,,4194,21,1206,shot,0,48.3,3.8,,,,51.8,9.8,,,51.7,0,51.7,96.2,0.2535,regular,
676,Wout Weghorst,wout-weghorst,W. Weghorst,F,10,9549,252215,فوتر فيغورست,ف. فيغورست,6.0,58.3,0,,,True,save,assisted,right-foot,high-right,0.36649805307388,3422400,70,,4160,21,1240,shot,0,45.8,22.8,1.2,52.9,0.0,58.3,6.0,52.9,1.2,54.2,0,54.2,77.2,0.9564,,
677,Cody Gakpo,cody-gakpo,C. Gakpo,F,18,39164,862967,كودي جاكبو,ك. جاكبو,9.4,45.7,0,,,True,miss,assisted,right-foot,right,0.17662420868874,3422401,70,,4149,21,1251,shot,0,35.1,9.7,8.6,48.6,0.0,45.7,9.4,48.6,8.6,64.9,0,64.9,90.3,,,
678,Kenan Yıldız,yildiz-kenan,K. Yıldız,F,15,14689,1149011,كينان يلدز,ك. يلدز,23.5,53.4,0,Kenan Yıldız,,False,save,set-piece,right-foot,low-centre,0.029817465692759,3422394,65,,3866,26,1534,shot,0,50.2,5.1,1.4,50.4,0.0,53.4,23.5,50.4,1.4,49.8,0,49.8,94.9,0.0195,,
679,Memphis Depay,memphis-depay,M. Depay,F,,47079,138833,ميمفيس ديپاي,م. ديپاي,15.3,27.0,0,,,True,block,assisted,right-foot,low-centre,0.032789330929518,3422392,63,,3743,28,1657,shot,0,49.1,19.0,11.5,33.6,0.0,27.0,15.3,33.6,11.5,50.9,0,50.9,81.0,,,
680,Memphis Depay,memphis-depay,M. Depay,F,,47079,138833,ميمفيس ديپاي,م. ديپاي,25.3,44.6,0,,,True,save,regular,right-foot,low-centre,0.025266936048865,3422388,57,,3398,34,2002,shot,0,50.2,4.4,1.9,49.8,0.0,44.6,25.3,49.8,1.9,49.8,0,49.8,95.6,0.0204,,
681,Arda Güler,arda-guler,A. Güler,M,24,153932,1091116,غولر، أردا,غ. أردا,26.5,53.4,0,Arda Guler,,False,post,free-kick,left-foot,left,0.053502269089222,3422387,56,,3314,35,2086,shot,0,55.4,10.1,,,,53.4,26.5,,,44.6,0,44.6,89.9,,,
682,Steven Bergwijn,steven-bergwijn,S. Bergwijn,F,7,5374,361798,ستيفن بيرغويجن,س. بيرغويجن,27.7,64.8,0,,,True,miss,assisted,right-foot,high-right,0.015110007487237,3422292,42,,2499,4,201,shot,0,40.0,90.3,,,,64.8,27.7,,,60.0,0,60.0,9.7,,,
683,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,891,863600,سامت أكايدين,س. أكايدين,2.1,44.2,0,,,False,goal,corner,head,high-centre,0.28690454363823,3422290,35,,2087,11,613,shot,0,50.7,31.0,,,,44.2,2.1,,,49.3,0,49.3,69.0,0.6524,regular,
684,Kenan Yıldız,yildiz-kenan,K. Yıldız,F,15,14689,1149011,كينان يلدز,ك. يلدز,13.2,24.6,0,Kenan Yıldız,,False,miss,corner,right-foot,high-right,0.019597796723247,3422266,34,,1991,12,709,shot,0,37.3,76.4,,,,24.6,13.2,,,62.7,0,62.7,23.6,,,
685,Arda Güler,arda-guler,A. Güler,M,24,153932,1091116,غولر، أردا,غ. أردا,18.4,83.0,0,Arda Guler,,False,miss,regular,left-foot,high-left,0.0083812493830919,3422264,32,,1907,14,793,shot,0,61.0,66.7,,,,83.0,18.4,,,39.0,0,39.0,33.3,,,
686,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,3029,178963,عبد الكريم بارداكسي,ع. ا. بارداكسي,8.2,45.4,0,,,False,miss,set-piece,right-foot,high,0.19077797234058,3422260,29,,1688,17,1012,shot,0,47.1,75.0,,,,45.4,8.2,,,52.9,0,52.9,25.0,,,
687,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,17792,135700,هالكانوجلو هاكان,ه. هاكان,20.8,69.0,0,,,False,block,assisted,right-foot,low-centre,0.021154962480068,3422227,21,,1227,25,1473,shot,0,49.9,19.0,15.4,64.1,0.0,69.0,20.8,64.1,15.4,50.1,0,50.1,81.0,,,
688,Xavi Simons,xavi-simons,X. Simons,M,20,34632,997183,سيمونز ، تشافي,س. ، تشافي,24.2,39.2,0,,,True,miss,assisted,right-foot,close-high-right,0.040120664983988,3422223,12,,695,34,2005,shot,0,40.8,58.3,,,,39.2,24.2,,,59.2,0,59.2,41.7,,,
689,Salih Özcan,salih-ozcan,S. Özcan,M,6,2443,795005,صالح اوزكان,ص. اوزكان,26.5,61.3,0,,,False,miss,assisted,right-foot,high,0.027323307469487,3422221,11,,604,35,2096,shot,0,45.9,72.2,,,,61.3,26.5,,,54.1,0,54.1,27.8,,,
690,Memphis Depay,memphis-depay,M. Depay,F,,47079,138833,ميمفيس ديپاي,م. ديپاي,11.1,52.7,0,,,True,block,assisted,left-foot,low-centre,0.10443949699402,3422220,7,,360,39,2340,shot,0,51.1,19.0,9.0,52.0,0.0,52.7,11.1,52.0,9.0,48.9,0,48.9,81.0,,,
691,Memphis Depay,memphis-depay,M. Depay,F,,47079,138833,ميمفيس ديپاي,م. ديپاي,14.8,45.4,0,,,True,miss,regular,right-foot,high-right,0.18784518539906,3422216,1,,59,45,2641,shot,0,42.4,80.6,,,,45.4,14.8,,,57.6,0,57.6,19.4,,,
692,Bernardo Silva,bernardo-silva,B. Silva,M,20,58965,331209,"سيلفا, برناردو",ب. سيلفا,11.5,50.0,0,,,True,goal,shootout,left-foot,low-right,0.7884,3413235,125,,7448,11,652,shot,0,46.0,6.3,,,,50.0,11.5,,,54.0,0,54.0,93.7,0.9931,penalty,3.0
693,Benjamin Verbič,benjamin-verbic,B. Verbič,M,77,694,153230,فيربيك,فيربيك,11.5,50.0,0,,,False,save,shootout,right-foot,low-left,0.7884,3413234,124,,7396,12,704,shot,0,52.4,8.9,0.59999999999999,50.2,0.0,50.0,11.5,50.2,0.59999999999999,47.6,0,47.6,91.1,0.9697,,3.0
694,Bruno Fernandes,bruno-fernandes,B. Fernandes,M,8,138788,288205,برونو فيرنانديس,ب. فيرنانديس,11.5,50.0,0,,,True,goal,shootout,right-foot,low-left,0.7884,3413233,123,,7349,13,751,shot,0,53.6,1.3,,,,50.0,11.5,,,46.4,0,46.4,98.7,0.9929,penalty,2.0
695,Jure Balkovec,jure-balkovec,J. Balkovec,D,,321,171625,,,11.5,50.0,0,,,False,save,shootout,left-foot,low-left,0.7884,3413232,122,,7294,14,806,shot,0,52.6,15.8,0.59999999999999,49.8,0.0,50.0,11.5,49.8,0.59999999999999,47.4,0,47.4,84.2,0.976,,2.0
696,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,7,935857,750,كريستيانو رونالدو,ك. رونالدو,11.5,50.0,0,,,True,goal,shootout,right-foot,low-left,0.7884,3413231,121,,7253,15,847,shot,0,54.2,7.0,,,,50.0,11.5,,,45.8,0,45.8,93.0,0.9941,penalty,1.0
697,Josip Iličić,josip-ilicic,J. Iličić,M,72,3251,41270,جوزيب Ilicic,ج. Ilicic,11.5,50.0,0,,,False,save,shootout,left-foot,low-right,0.7884,3413230,121,,7202,15,898,shot,0,46.1,12.0,0.90000000000001,50.0,0.0,50.0,11.5,50.0,0.90000000000001,53.9,0,53.9,88.0,0.9886,,1.0
698,Rúben Neves,ruben-neves,R. Neves,M,8,9569,280955,"نيفيز, روبن",ر. نيفيز,29.1,51.9,0,,,True,miss,corner,right-foot,high,0.0078985393047333,3413211,120,,7183,1,17,shot,0,53.4,97.2,,,,51.9,29.1,,,46.6,0,46.6,2.8,,,
699,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,7,935857,750,كريستيانو رونالدو,ك. رونالدو,11.6,45.4,0,,,True,block,corner,head,low-centre,0.022657983005047,3413212,120,,7180,1,20,shot,0,50.9,19.0,10.2,45.8,0.0,45.4,11.6,45.8,10.2,49.1,0,49.1,81.0,,,
700,Žan Celar,zan-celar,Ž. Celar,F,9,431,840740,زان سيلار,ز. سيلار,24.8,40.7,0,,,False,miss,regular,right-foot,right,0.027905935421586,3413210,115,,6869,6,331,shot,0,1.2,6.9,0.59999999999999,98.9,0.0,40.7,24.8,98.9,0.59999999999999,98.8,0,98.8,93.1,,,
701,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,11627,986397,بينجامين سيسكو,ب. سيسكو,20.3,39.3,0,,,False,save,regular,right-foot,low-right,0.20888301730156,3413208,115,,6868,6,332,shot,0,47.3,1.9,11.9,44.2,0.0,39.3,20.3,44.2,11.9,52.7,0,52.7,98.1,0.4951,,
702,Josip Iličić,josip-ilicic,J. Iličić,M,72,3251,41270,جوزيب Ilicic,ج. Ilicic,24.3,33.1,0,,,False,block,free-kick,left-foot,low-centre,0.045161627233028,3413206,112,,6709,9,491,shot,0,50.4,19.0,16.2,38.6,0.0,33.1,24.3,38.6,16.2,49.6,0,49.6,81.0,,,
703,Pepe,pepe,Pepe,D,,12361,5884,بيبيه,بيبيه,9.5,55.8,0,,,True,block,corner,head,low-centre,0.025047443807125,3413204,108,,6477,13,723,shot,0,50.0,19.0,8.0,54.9,0.0,55.8,9.5,54.9,8.0,50.0,0,50.0,81.0,,,
704,João Palhinha,joao-palhinha,J. Palhinha,M,26,5967,364612,جواو بالهينها,ج. بالهينها,13.8,56.6,0,,,True,save,set-piece,head,high-centre,0.02715827524662,3413201,108,,6446,13,754,shot,0,51.6,34.2,1.4,50.5,0.0,56.6,13.8,50.5,1.4,48.4,0,48.4,65.8,0.1729,,
705,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,7,935857,750,كريستيانو رونالدو,ك. رونالدو,11.5,50.0,0,,,True,save,penalty,right-foot,low-right,0.7884,3413199,105,,6289,1,11,shot,0,46.7,17.1,1.5,50.0,0.0,50.0,11.5,50.0,1.5,53.3,0,53.3,82.9,0.9874,,
706,Diogo Jota,diogo-jota,D. Jota,F,20,32352,606164,"جوتا, ديوغو",د. جوتا,8.0,52.3,0,,,True,save,corner,head,low-right,0.072659596800804,3413195,100,,5967,6,333,shot,0,47.2,15.2,1.2,50.4,0.0,52.3,8.0,50.4,1.2,52.8,0,52.8,84.8,0.1389,,
707,Jon Gorenc Stanković,jon-gorenc-stankovic,J. G. Stanković,M,4,270,280565,جون ستانكوفيتش,ج. ستانكوفيتش,18.5,63.4,0,,,False,miss,corner,left-foot,close-right,0.033693335950375,3413194,96,,5719,10,581,shot,0,42.2,11.1,,,,63.4,18.5,,,57.8,0,57.8,88.9,,,
708,Benjamin Verbič,benjamin-verbic,B. Verbič,M,77,694,153230,فيربيك,فيربيك,22.8,43.0,0,,,False,block,regular,right-foot,low-centre,0.022113876417279,3413164,95,,5669,11,631,shot,0,49.3,19.0,15.0,46.4,0.0,43.0,22.8,46.4,15.0,50.7,0,50.7,81.0,,,
709,Bruno Fernandes,bruno-fernandes,B. Fernandes,M,8,138788,288205,برونو فيرنانديس,ب. فيرنانديس,28.4,32.3,0,,,True,block,assisted,right-foot,low-centre,0.018252294510603,3413163,92,,5493,14,807,shot,0,48.8,19.0,22.1,36.5,0.0,32.3,28.4,36.5,22.1,51.2,0,51.2,81.0,,,
710,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,7,935857,750,كريستيانو رونالدو,ك. رونالدو,8.8,34.4,0,,,True,save,fast-break,left-foot,low-centre,0.25592282414436,3413095,89,,5333,2,67,shot,0,50.7,5.7,1.5,45.3,0.0,34.4,8.8,45.3,1.5,49.3,0,49.3,94.3,0.0656,,
711,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,7,935857,750,كريستيانو رونالدو,ك. رونالدو,27.1,36.1,0,,,True,miss,free-kick,right-foot,high,0.033794533461332,3413015,72,,4270,19,1130,shot,0,53.6,68.1,,,,36.1,27.1,,,46.4,0,46.4,31.9,,,
712,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,11627,986397,بينجامين سيسكو,ب. سيسكو,13.8,36.4,0,,,False,miss,fast-break,left-foot,right,0.1524271517992,3413011,61,,3659,30,1741,shot,0,36.8,4.2,,,,36.4,13.8,,,63.2,0,63.2,95.8,,,
713,Adam Gnezda Čerin,adam-gnezda-cerin,A. G. Čerin,M,16,803,843251,آدم تشيرين,آ. تشيرين,19.5,32.9,0,,,False,miss,throw-in-set-piece,right-foot,high-right,0.020576966926455,3413008,59,,3534,32,1866,shot,0,33.3,65.3,,,,32.9,19.5,,,66.7,0,66.7,34.7,,,
714,João Palhinha,joao-palhinha,J. Palhinha,M,26,5967,364612,جواو بالهينها,ج. بالهينها,12.0,57.9,0,,,True,miss,corner,head,right,0.016146948561072,3413006,59,,3483,32,1917,shot,0,37.5,19.4,1.5,60.5,0.0,57.9,12.0,60.5,1.5,62.5,0,62.5,80.6,,,
715,Vitinha,vitinha,Vitinha,M,17,12905,902029,فيريرا، فيتور,ف. فيتور,18.5,49.7,0,,,True,block,corner,left-foot,low-left,0.041025694459677,3413007,58,,3477,33,1923,shot,0,54.4,19.0,11.8,48.2,0.0,49.7,18.5,48.2,11.8,45.6,0,45.6,81.0,,,
716,Vitinha,vitinha,Vitinha,M,17,12905,902029,فيريرا، فيتور,ف. فيتور,11.9,53.3,0,,,True,block,assisted,right-foot,low-centre,0.08613433688879,3413005,57,,3370,34,2030,shot,0,48.9,19.0,9.7,52.9,0.0,53.3,11.9,52.9,9.7,51.1,0,51.1,81.0,,,
717,Cristiano Ronaldo,cristiano-ronaldo,C. Ronaldo,F,7,935857,750,كريستيانو رونالدو,ك. رونالدو,21.3,58.7,0,,,True,save,free-kick,right-foot,low-centre,0.086211390793324,3413004,55,,3287,36,2113,shot,0,50.0,17.7,1.8,50.7,0.0,58.7,21.3,50.7,1.8,50.0,0,50.0,82.3,0.0227,,
718,Vitinha,vitinha,Vitinha,M,17,12905,902029,فيريرا، فيتور,ف. فيتور,26.8,30.7,0,,,True,block,assisted,right-foot,low-centre,0.018779315054417,3413003,52,,3096,39,2304,shot,0,49.9,19.0,20.8,35.0,0.0,30.7,26.8,35.0,20.8,50.1,0,50.1,81.0,,,
