xg,playerCoordinates.x,playerCoordinates.y
0.05561188980937,14.5,44.2
0.12541578710079,18.7,45.4
0.045948762446642,18.7,47.9
0.7884,11.5,50.0
0.025461031123996,18.9,30.0
0.019071932882071,18.7,73.4
0.36186894774437,3.5,55.0
0.028345359489322,4.6,62.6
0.28690454363823,2.1,55.8
0.10384266078472,8.0,49.9
0.0090493187308311,3.0,66.0
0.028989911079407,19.8,38.9
0.026142423972487,5.0,61.7
0.020200442522764,3.3,34.8
0.40260481834412,8.0,55.2
0.70410615205765,2.6,52.2
0.035784356296062,25.0,69.1
0.7884,11.5,50.0
0.059356458485126,9.7,46.3
0.047642592340708,21.6,56.0
0.017084902152419,14.0,43.7
0.35243436694145,9.3,63.6
0.72809600830078,5.4,46.4
0.0766826197505,8.2,65.8
0.38727775216103,6.9,48.3
0.044109173119068,13.6,55.0
0.01795500703156,25.3,59.3
0.7884,11.5,50.0
0.32896167039871,8.2,41.7
0.012864220887423,53.1,52.6
0.7884,11.5,50.0
0.040386334061623,3.2,34.0
0.069515906274319,20.7,43.4
0.030558362603188,15.7,36.8
0.7884,11.5,50.0
0.019811796024442,14.1,71.1
0.069515906274319,20.7,43.4
0.020576966926455,19.5,67.1
0.010401239618659,24.7,37.8
0.1680206656456,8.0,52.6
0.018535232171416,28.6,63.4
0.039327763020992,14.1,67.8
0.010288000106812,22.6,68.5
0.22699810564518,6.5,49.2
0.7884,11.5,50.0
0.037296742200851,22.6,54.8
0.30274218320847,7.7,50.9
0.025111638009548,18.4,68.5
0.0075910803861916,23.2,67.4
0.023032076656818,21.7,40.5
0.03410591557622,22.7,34.0
0.23918735980988,5.4,50.4
0.039668139070272,14.7,63.6
0.069732375442982,9.8,48.2
0.0075910803861916,23.2,67.4
0.020649122074246,23.1,55.7
0.7884,11.5,50.0
0.20258717238903,11.0,43.2
0.63366335630417,6.8,45.5
0.33081686496735,9.0,45.1
0.035221491008997,26.3,17.0
0.025461031123996,18.9,30.0
0.10547795891762,9.4,45.0
0.026367893442512,15.8,51.9
0.047642592340708,21.6,56.0
0.20819859206676,3.5,46.1
0.13151895999908,7.0,55.8
0.7884,11.5,50.0
0.017804114148021,11.0,31.299999999999997
0.030558362603188,15.7,36.8
0.042295694351196,13.0,17.299999999999997
0.62307018041611,8.2,47.3
0.024762874469161,23.4,70.1
0.042402669787407,12.2,64.4
0.069732375442982,9.8,48.2
0.40040698647499,8.5,35.400000000000006
0.54523730278015,14.3,47.6
0.7884,11.5,50.0
0.28690454363823,2.1,55.8
0.0097291516140103,24.7,75.0
0.023401476442814,22.6,32.0
0.12401009351015,6.1,54.0
0.19960002601147,3.5,45.6
0.14343942701817,7.9,43.7
0.22797746956348,4.5,43.2
0.35243436694145,9.3,63.6
0.30972623825073,11.9,53.4
0.069732375442982,9.8,48.2
0.030558362603188,15.7,36.8
0.023169355466962,24.6,37.3
0.41153791546822,6.0,52.3
0.02365761436522,24.7,69.2
0.21388885378838,7.1,46.0
0.7884,11.5,50.0
0.30274218320847,7.7,50.9
0.043639242649078,2.9,66.0
0.7884,11.5,50.0
0.7884,11.5,50.0
0.0076014334335923,22.5,64.4
0.032977409660816,23.7,52.8
0.017983751371503,8.8,72.3
0.013889970257878,28.6,63.7
0.026663463562727,47.3,45.5
0.097811482846737,18.9,50.7
0.043807711452246,22.3,46.5
0.08907700330019,10.2,52.8
0.41839522123337,5.1,54.9
0.51221311092377,5.1,47.0
0.7884,11.5,50.0
0.66239815950394,3.2,49.1
0.20888301730156,20.3,60.7
0.19898492097855,7.0,48.9
0.053321469575167,18.4,63.0
0.068862326443195,13.3,63.8
0.66239815950394,3.2,49.1
0.025733292102814,19.3,68.9
0.099884055554867,8.6,64.0
0.022700941190124,15.2,65.8
0.035533055663109,9.4,43.5
0.17822915315628,4.6,46.8
0.02150771394372,10.1,35.400000000000006
0.33544310927391,6.9,45.5
0.13858512043953,18.4,47.9
0.54523730278015,14.3,47.6
0.011204904876649,10.6,60.5
0.056842003017664,22.2,58.1
0.077796921133995,19.8,50.7
0.074479632079601,8.0,66.9
0.039123386144638,20.8,63.0
0.72097420692444,3.6,52.6
0.015452434308827,27.6,28.5
0.40418815612793,9.7,55.4
0.064221203327179,14.9,53.6
0.7884,11.5,50.0
0.30274218320847,7.7,50.9
0.26515370607376,8.0,63.0
0.14806607365608,9.4,49.5
0.073143869638443,54.4,65.6
0.085792236030102,3.1,61.1
0.13304196298122,4.5,38.5
0.024503013119102,22.3,25.5
0.049639161676168,23.0,62.4
0.062458045780659,18.9,47.3
0.033839602023363,30.1,47.1
0.33081686496735,9.0,45.1
0.015580963343382,22.0,34.400000000000006
0.030558362603188,15.7,36.8
0.12683482468128,9.0,44.9
0.036832392215729,15.7,67.9
0.41839522123337,5.1,54.9
0.060840342193842,19.5,50.7
0.053912248462439,7.9,68.2
0.015250303782523,29.3,49.3
0.20096455514431,8.6,55.7
0.069732375442982,9.8,48.2
0.1099900752306,13.8,64.0
0.02388658374548,18.8,29.400000000000006
0.078520745038986,9.4,43.6
0.089784778654575,8.3,60.9
0.034174051135778,23.8,34.8
0.10004869103432,8.9,34.0
0.7884,11.5,50.0
0.77546727657318,7.7,54.3
0.027981726452708,20.3,26.299999999999997
0.02386655844748,25.3,50.7
0.22797746956348,4.5,43.2
0.28690454363823,2.1,55.8
0.7884,11.5,50.0
0.031711459159851,15.2,69.8
0.02147027105093,22.5,38.7
0.022478375583887,22.0,60.6
0.3440705537796,10.0,56.9
0.7884,11.5,50.0
0.041910164058208,18.8,45.7
0.10118622332811,12.4,64.5
0.7884,11.5,50.0
0.056842003017664,22.2,58.1
0.065478891134262,14.8,67.5
0.089120268821716,18.9,52.7
0.013987603597343,26.5,69.3
0.055264890193939,21.2,45.4
0.065478891134262,14.8,67.5
0.026680184528232,30.9,46.4
0.045218795537949,16.9,35.599999999999994
0.7884,11.5,50.0
0.069515906274319,20.7,43.4
0.017870929092169,5.8,33.5
0.02756829559803,23.1,27.299999999999997
0.043639242649078,2.9,66.0
0.012787484563887,50.8,47.4
0.77895319461823,23.4,35.0
0.08935658633709,18.7,47.0
0.87191200256348,3.7,48.8
0.028828816488385,9.5,72.6
0.0060074296779931,11.8,80.9
0.12832795083523,12.8,53.8
0.010256871581078,27.2,76.5
0.35243436694145,9.3,63.6
0.10261054337025,17.7,48.4
0.025631010532379,21.8,51.2
0.022515259683132,13.0,55.2
0.19960002601147,3.5,45.6
0.10386030375957,6.9,45.2
0.7884,11.5,50.0
0.19634707272053,9.5,47.2
0.7884,11.5,50.0
0.19960002601147,3.5,45.6
0.035917986184359,21.9,58.9
0.026800289750099,21.7,46.6
0.0075910803861916,23.2,67.4
0.2168260961771,13.7,55.7
0.037547037005424,25.6,51.3
0.22699810564518,6.5,49.2
0.12210562825203,23.1,56.0
0.18828135728836,5.2,50.2
0.097008764743805,4.2,34.8
0.02879723906517,24.2,53.7
0.7884,11.5,50.0
0.10004869103432,8.9,34.0
0.077300801873207,14.6,38.0
0.15422940254211,13.2,41.2
0.26515370607376,8.0,63.0
0.22699810564518,6.5,49.2
0.14343942701817,7.9,43.7
0.055432561784983,5.2,65.2
0.0075910803861916,23.2,67.4
0.043159775435925,26.5,68.1
0.10004869103432,8.9,34.0
0.016181398183107,24.0,36.6
0.093903802335262,14.4,60.3
0.26466935873032,4.2,37.4
0.10388391464949,3.4,41.5
0.028539318591356,27.1,46.7
0.017918596044183,20.7,34.400000000000006
0.476352840662,3.2,54.7
0.72097420692444,3.6,52.6
0.025228139013052,24.6,31.099999999999994
0.094113349914551,15.8,49.0
0.0338428132236,15.7,63.4
0.70410615205765,2.6,52.2
0.7884,11.5,50.0
0.028155719861388,24.8,46.2
0.12401009351015,6.1,54.0
0.0084996894001961,9.9,61.5
0.03292191028595,17.6,34.2
0.037927009165287,15.6,39.7
0.025461031123996,18.9,30.0
0.047642592340708,21.6,56.0
0.7884,11.5,50.0
0.045135706663132,10.7,47.9
0.52414691448212,11.7,58.8
0.022811891511083,14.6,32.099999999999994
0.13386729359627,9.9,57.6
0.12214437872171,8.0,34.599999999999994
0.033956337720156,18.5,62.3
0.0075910803861916,23.2,67.4
0.025805843994021,23.8,50.5
0.01741112396121,3.3,27.400000000000006
0.10004869103432,8.9,34.0
0.016420459374785,23.1,71.4
0.7884,11.5,50.0
0.04688672721386,23.4,50.7
0.16527888178825,8.7,53.6
0.7884,11.5,50.0
0.10266532748938,13.2,36.4
0.021251479163766,20.9,27.200000000000003
0.061412014067173,15.6,51.3
0.30274218320847,7.7,50.9
0.094113349914551,15.8,49.0
0.7884,11.5,50.0
0.11216504126787,12.0,63.8
0.03440798074007,19.1,51.5
0.068980917334557,13.2,42.8
0.023032076656818,21.7,40.5
0.7884,11.5,50.0
0.44631516933441,4.3,43.5
0.0075910803861916,23.2,67.4
0.038350664079189,13.0,68.5
0.46757286787033,2.3,56.5
0.016932468861341,15.4,72.2
0.089120268821716,18.9,52.7
0.04630409181118,17.5,50.7
0.034174051135778,23.8,34.8
0.013777322135866,25.3,72.0
0.033834978938103,17.8,31.299999999999997
0.1583785712719,6.7,48.1
0.33639326691628,4.4,55.6
0.13599579036236,10.4,61.3
0.7884,11.5,50.0
0.090566724538803,7.3,57.2
0.056842003017664,22.2,58.1
0.48375400900841,4.6,53.0
0.079102113842964,14.1,61.0
0.026864301413298,18.1,44.3
0.044712103903294,18.1,45.4
0.035355128347874,20.5,66.0
0.069732375442982,9.8,48.2
0.51557403802872,7.0,52.1
0.094113349914551,15.8,49.0
0.19220964610577,3.2,40.7
0.7884,11.5,50.0
0.030558362603188,15.7,36.8
0.15706253051758,8.5,46.2
0.70410615205765,2.6,52.2
0.016206953674555,31.2,59.5
0.11638605594635,9.1,49.3
0.030000058934093,14.5,35.599999999999994
0.10055843740702,11.7,47.7
0.10004869103432,8.9,34.0
0.50334048271179,5.2,46.4
0.13585475087166,14.3,53.4
0.7884,11.5,50.0
0.7884,11.5,50.0
0.24712020158768,7.9,54.3
0.047618333250284,21.5,73.6
0.2168260961771,13.7,55.7
0.24712020158768,7.9,54.3
0.027587916702032,21.2,62.4
0.7884,11.5,50.0
0.029784888029099,24.0,58.7
0.080307461321354,8.5,46.6
0.089120268821716,18.9,52.7
0.016181398183107,24.0,36.6
0.12624625861645,2.2,40.5
0.15752932429314,15.6,52.0
0.66899973154068,10.7,48.9
0.24712020158768,7.9,54.3
0.30972623825073,11.9,53.4
0.10156442224979,8.9,68.4
0.70410615205765,2.6,52.2
0.46757286787033,2.3,56.5
0.099719017744064,7.4,52.8
0.22699810564518,6.5,49.2
0.046189773827791,10.0,53.9
0.1231504380703,14.6,45.0
0.7884,11.5,50.0
0.03733691200614,23.9,55.4
0.036124393343925,20.6,36.4
0.018225029110909,22.8,37.3
0.27945226430893,12.3,46.4
0.035544525831938,24.3,53.4
0.11566154658794,3.5,57.2
0.30972623825073,11.9,53.4
0.7884,11.5,50.0
0.025649623945355,9.5,68.9
0.075101114809513,9.3,51.8
0.53651505708694,9.3,55.8
0.07969581335783,4.5,59.7
0.14002332091331,8.9,62.2
0.7884,11.5,50.0
0.024317685514688,20.1,68.5
0.015314686112106,9.8,30.400000000000006
0.50334048271179,5.2,46.4
0.056842003017664,22.2,58.1
0.056842003017664,22.2,58.1
0.11004909127951,10.8,66.9
0.04270551726222,8.3,55.6
0.025461031123996,18.9,30.0
0.045167703181505,19.7,69.5
0.061864692717791,20.9,59.1
0.77546727657318,7.7,54.3
0.19052217900753,12.5,39.3
0.1276504099369,12.2,32.8
0.7884,11.5,50.0
0.044599302113056,10.4,49.8
0.14195601642132,4.3,64.8
0.058943256735802,9.9,47.8
0.20520804822445,7.4,48.5
0.029377656057477,21.8,36.0
0.0064192982390523,61.3,38.0
0.7884,11.5,50.0
0.02791609801352,20.4,32.900000000000006
0.029215425252914,21.6,28.0
0.12835247814655,8.8,48.8
0.039817687124014,23.5,64.6
0.023023856803775,25.4,60.8
0.069732375442982,9.8,48.2
0.065954655408859,12.2,38.3
0.44683706760406,6.3,48.1
0.12835247814655,8.8,48.8
0.47713285684586,9.7,60.7
0.026923717930913,23.5,52.3
0.41839522123337,5.1,54.9
0.023353107273579,14.9,68.0
0.30274218320847,7.7,50.9
0.7884,11.5,50.0
0.7884,11.5,50.0
0.01061066519469,23.8,30.099999999999994
0.37047597765923,13.9,57.3
0.046883501112461,15.6,34.400000000000006
0.01571393571794,23.2,27.799999999999997
0.15752932429314,15.6,52.0
0.034219179302454,15.8,69.2
0.21388885378838,7.1,46.0
0.26735204458237,9.6,53.1
0.26515370607376,8.0,63.0
0.40400397777557,15.6,50.3
0.77895319461823,23.4,35.0
0.069732375442982,9.8,48.2
0.046962261199951,17.2,35.8
0.0067548104561865,25.7,34.3
0.02388658374548,18.8,29.400000000000006
0.10054416209459,10.2,46.9
0.06934516876936,13.1,40.4
0.17046825587749,9.0,65.8
0.66899973154068,10.7,48.9
0.11216504126787,12.0,63.8
0.036466751247644,14.2,68.9
0.034442376345396,20.9,43.8
0.7884,11.5,50.0
0.72097420692444,3.6,52.6
0.27294102311134,7.3,35.400000000000006
0.37047597765923,13.9,57.3
0.7884,11.5,50.0
0.21717385947704,3.8,33.8
